D,D,D,D,D,D,D,D
9.158593154086532e-09,2.2770006446171616e-09,1.893009269890864e-09,1.8328552654175278e-09,1.7960211987326654e-09,2.9819163336904526e-09,3.2613322623872227e-09,4.110860339530965e-09
1.103809834389986e-08,2.319464525076784e-09,1.8867315451733228e-09,1.8087362194346601e-09,1.7948502282686343e-09,3.041539588980628e-09,3.2821731288868793e-09,4.1862651722722305e-09
1.4572915708566945e-08,2.379687273363573e-09,1.887933988328486e-09,1.7905741454979202e-09,1.8027513247767446e-09,3.1274513274240114e-09,3.320224060558989e-09,4.2932912837601055e-09
2.365167634504241e-08,2.464998008205797e-09,1.898682785058942e-09,1.779456244257799e-09,1.8223597260182935e-09,3.2511290240804674e-09,3.3815321019993392e-09,4.445332420170784e-09
8.092850573678056e-09,6.3114226866381795e-09,7.334355767707294e-09,8.734126668232613e-09,7.368914399516993e-09,7.60975462951379e-09,9.809670251051015e-09,9.900803876949088e-09
8.106324117896366e-09,6.226152121745882e-09,7.174278619562051e-09,8.471660457112742e-09,7.188825176930792e-09,7.497736142701077e-09,9.637748487886141e-09,9.788807341192793e-09
8.123779278620385e-09,6.143897472681008e-09,7.019820309436124e-09,8.221861910094657e-09,7.016058824526582e-09,7.389436592645091e-09,9.47189580175222e-09,9.681201974204416e-09
8.14542998707236e-09,6.064655407827824e-09,6.870819744595362e-09,7.984038179270881e-09,6.850350664588711e-09,7.284823854892816e-09,9.311964853216616e-09,9.5779748415165e-09
8.171515575810257e-09,5.9884264309717794e-09,6.727125085114367e-09,7.757551627813763e-09,6.691453718301001e-09,7.183870643690368e-09,9.157819011014694e-09,9.479121569601537e-09
8.202304624968563e-09,5.9152152895150965e-09,6.5885934609102994e-09,7.541814986778426e-09,6.539137883726372e-09,7.086554857267999e-09,9.009332322736732e-09,9.384647132280776e-09
8.238099528635533e-09,5.8450314501243845e-09,6.455090743156395e-09,7.336287090244449e-09,6.393189239314808e-09,6.992859988820349e-09,8.866389571042668e-09,9.294566779381712e-09
8.279241943707898e-09,5.777889654638423e-09,6.326491372278957e-09,7.140469124257943e-09,6.253409472208503e-09,6.902775615066022e-09,8.72888642456356e-09,9.208907134699687e-09
8.326119326809833e-09,5.71381057196309e-09,6.202678245905303e-09,6.9539013359105265e-09,6.119615433063905e-09,6.816297976956463e-09,8.5967296952477e-09,9.127707496588696e-09
8.379172821475876e-09,5.652821565313459e-09,6.083542671511313e-09,6.7761601584919995e-09,5.9916388218735164e-09,6.7334306704530835e-09,8.469837717110292e-09,9.051021382419684e-09
8.438906832576266e-09,5.594957598776397e-09,5.968984390157722e-09,6.606855717300688e-09,5.8693260124562994e-09,6.654185469530649e-09,8.348140865275327e-09,8.978918368181031e-09
8.505900724642321e-09,5.540262313065216e-09,5.858911679766118e-09,6.445629688747237e-09,5.75253802710575e-09,6.578583308968507e-09,8.231582239222451e-09,8.911486287454561e-09
8.580823214839427e-09,5.488789307887833e-09,5.753241548886348e-09,6.292153493082885e-09,5.6411506775140925e-09,6.506655461389577e-09,8.120118540430195e-09,8.848833870622151e-09
8.664450213637282e-09,5.440603678161991e-09,5.651900035115184e-09,6.146126808817071e-09,5.535054893858365e-09,6.4384449519405615e-09,8.013721182718564e-09,8.79109392689953e-09
8.757687116722956e-09,5.3957838640663425e-09,5.554822626346324e-09,6.007276404933792e-09,5.434157271206956e-09,6.374008265569053e-09,7.912377683993315e-09,8.738427200210356e-09
8.861596900042369e-09,5.354423891724187e-09,5.461954828249063e-09,5.8753552958755125e-09,5.3383808717545285e-09,6.3134174170606315e-09,7.816093401677597e-09,8.691027067587346e-09
8.97743586035471e-09,5.316636103576201e-09,5.3732529080991685e-09,5.750142234384594e-09,5.247666333519979e-09,6.256762474029159e-09,7.724893691913536e-09,8.649125299017925e-09
9.106699543935917e-09,5.282554507322006e-09,5.288684853929299e-09,5.631441569411874e-09,5.1619733521403455e-09,6.204154649801427e-09,7.638826596220374e-09,8.612999165384929e-09
9.251182420671296e-09,5.2523389126060565e-09,5.208231599663982e-09,5.5190835113305e-09,5.0812826236933934e-09,6.155730119119411e-09,7.557966190884221e-09,8.582980273408354e-09
9.413056354728848e-09,5.2261800796765846e-09,5.1318885825301474e-09,5.41292486587028e-09,5.005598365211972e-09,6.1116547585028504e-09,7.482416777010926e-09,8.559465633482698e-09
9.594975161969286e-09,5.20430618031021e-09,5.059667720170839e-09,5.3128503233673e-09,4.934951568770616e-09,6.072130080382462e-09,7.412318147502138e-09,8.542931643327441e-09
9.800215965148321e-09,5.1869909776707995e-09,4.9915999237460525e-09,5.218774423656877e-09,4.869404199214983e-09,6.037400723676457e-09,7.347852247790906e-09,8.53395192019754e-09
1.0032873397309417e-08,5.1745642824945745e-09,4.927738303202052e-09,5.130644363031634e-09,4.8090546214680255e-09,6.007763995293175e-09,7.289251659908754e-09,8.53322027197717e-09
1.0298131236415916e-08,5.167425459630847e-09,4.868162276724621e-09,5.048443873811386e-09,4.754044651013159e-09,5.983582145306227e-09,7.236810499312112e-09,8.541580617034208e-09
1.0602650053231468e-08,5.166061075142795e-09,4.812982875582562e-09,4.9721984977613955e-09,4.704568776220402e-09,5.96529833145849e-09,7.190898543749241e-09,8.560066430043221e-09
1.0955133109048776e-08,5.171068243485929e-09,4.762349649534421e-09,4.9019827050877275e-09,4.660886328092365e-09,5.9534576307483795e-09,7.151979749234511e-09,8.589953444812051e-09
1.1367174063959666e-08,5.183185943775652e-09,4.7164597445250115e-09,4.8379295017180085e-09,4.623337710768126e-09,5.948735058802256e-09,7.120636806958417e-09,8.632831114507703e-09
1.1854565042759098e-08,5.203337668690504e-09,4.675569972019324e-09,4.780243452277464e-09,4.592366318469763e-09,5.951973479645206e-09,7.097604149750779e-09,8.69070110250242e-09
1.2439385754150317e-08,5.232690496191655e-09,4.640013064349293e-09,4.729218478920801e-09,4.568548557888094e-09,5.964235728456878e-09,7.0838129823010835e-09,8.76611552816067e-09
1.3153477894399884e-08,5.272738466357859e-09,4.6102198901346935e-09,4.6852624680874054e-09,4.552635651664634e-09,5.986877573007358e-09,7.080453750209038e-09,8.862375031288954e-09
1.4044509658307991e-08,5.325422787630578e-09,4.586750320362843e-09,4.648931785075479e-09,4.5456129402542164e-09,6.0216519215701605e-09,7.0890644436835865e-09,8.983819190992723e-09
1.518720265016643e-08,5.393309358559004e-09,4.5703369214797195e-09,4.620980537739163e-09,4.548785811529855e-09,6.0708610825664115e-09,7.111658094519881e-09,9.136263763403284e-09
1.6705695721600582e-08,5.4798582385489934e-09,4.561948128942842e-09,4.602432353614285e-09,4.563907274607253e-09,6.1375850708082504e-09,7.150911351195191e-09,9.32767928841819e-09
1.8822487711608927e-08,5.5898458781832615e-09,4.562881816782887e-09,4.594687503070737e-09,4.593372726238177e-09,6.226034287508234e-09,7.210451195781774e-09,9.569282254785074e-09
2.19799151913551e-08,5.730051677786466e-09,4.574907779519424e-09,4.5996873198485704e-09,4.64052709782739e-09,6.342113505323131e-09,7.295305013093243e-09,9.877364417787548e-09
2.720072205585827e-08,5.9104244166203995e-09,4.600491765237193e-09,4.620174987007339e-09,4.710168000530534e-09,6.494361233934928e-09,7.412633937911764e-09,1.0276516851758651e-08
3.7504738339088034e-08,6.1461714492348564e-09,4.643161215485729e-09,4.660125507177718e-09,4.809408054704597e-09,6.695592311381395e-09,7.572981821225332e-09,1.0805669939294206e-08
2.453816619364739e-09,6.461751683740206e-09,4.708129557145779e-09,4.7254881970774404e-09,4.949235838646341e-09,6.965945448837716e-09,7.792518851572376e-09,1.1530307521753641e-08
2.469548762600202e-09,6.899158727611414e-09,4.803420706461358e-09,4.825542978827762e-09,5.14753871439217e-09,7.338970769880763e-09,8.097345336191131e-09,1.2569730440038913e-08
2.4866599499242288e-09,1.8635313044408515e-09,2.3119733423899314e-09,2.5439059950914008e-09,2.105161275105351e-09,2.313012073324242e-09,2.993255475781281e-09,3.019385673729233e-09
2.5052367734231718e-09,1.8482614031603105e-09,2.273944153054119e-09,2.4910340381890812e-09,2.0679576123015e-09,2.288845392655178e-09,2.957051449915518e-09,3.0064091365353433e-09
2.5253763937330583e-09,1.8337602138752493e-09,2.237138347579099e-09,2.440230299475285e-09,2.0323425835007797e-09,2.265587647053025e-09,2.9221991628701758e-09,2.994412933266181e-09
2.5471881880193824e-09,1.8200357483621643e-09,2.2015336073025492e-09,2.391426209364881e-09,1.9982848978508766e-09,2.243240210313383e-09,2.888685277842988e-09,2.9834184518360998e-09
2.570795715885919e-09,1.8070975458753403e-09,2.167109140064936e-09,2.344557898810164e-09,1.965755628594433e-09,2.221805917883657e-09,2.856498584119142e-09,2.973450517990426e-09
2.5963390771302803e-09,1.794956868912855e-09,2.133845712461238e-09,2.299566033630466e-09,1.934728295908092e-09,2.201289227291711e-09,2.82563015067678e-09,2.9645378415089843e-09
2.6239777555880033e-09,1.7836269309850503e-09,2.1017256950683056e-09,2.2563956827865237e-09,1.905178973853469e-09,2.1816964049166872e-09,2.796073508996396e-09,2.956713537709938e-09
2.6538940701307714e-09,1.7731231626444323e-09,2.070733122554635e-09,2.214996221516961e-09,1.877086425459705e-09,2.1630357441131126e-09,2.7678248703710902e-09,2.9500157393930134e-09
2.686297389612057e-09,1.7634635234763063e-09,2.040853771022899e-09,2.1753212710102183e-09,1.850432270904566e-09,2.1453178208292093e-09,2.7408833842082238e-09,2.944488317957601e-09
2.721429316605881e-09,1.754668869573003e-09,2.012075255488601e-09,2.1373286771721243e-09,1.825201194953322e-09,2.128555794279519e-09,2.715251445316661e-09,2.940181737005285e-09
2.7595701100529206e-09,1.7467633883358572e-09,1.984387151082357e-09,2.1009805320991292e-09,1.8013812013165911e-09,2.1127657620296432e-09,2.690935060059081e-09,2.9371540675948103e-09
2.801046706575053e-09,1.7397751154357023e-09,1.957781142438204e-09,2.0662432431632326e-09,1.7789639235175441e-09,2.097967181151161e-09,2.6679442836730238e-09,2.935472201915833e-09
2.8462428247720583e-09,1.733736552609156e-09,1.9322512068267367e-09,2.033087656205873e-09,1.757945004322871e-09,2.0841833700510797e-09,2.646293744143972e-09,2.9352133120120042e-09
2.895611812090609e-09,1.7286854099935891e-09,1.9077938380073635e-09,2.0014892413549307e-09,1.7383245589950979e-09,2.0714421094013517e-09,2.626003272013784e-09,2.936466613160502e-09
2.9496931438562183e-09,1.7246655032830499e-09,1.884408319583638e-09,1.9714283525401926e-09,1.7201077417911962e-09,2.059776365567381e-09,2.6070986606879823e-09,2.9393355086757463e-09
3.009133845975709e-09,1.7217278447148899e-09,1.8620970590055903e-09,1.942890575097642e-09,1.7033054406271259e-09,2.049225166482228e-09,2.5896125886133647e-09,2.9439402158502076e-09
3.0747166452206713e-09,1.7199319785420323e-09,1.8408659964407302e-09,1.915867180174937e-09,1.6879351321085831e-09,2.039834668584477e-09,2.573585743684315e-09,2.9504210036904524e-09
3.1473974480255043e-09,1.7193476273670304e-09,1.8207251068007434e-09,1.890355710355366e-09,1.6740219388954166e-09,2.0316594650481688e-09,2.559068202231579e-09,2.958942215298933e-09
3.228355965115255e-09,1.7200567371399822e-09,1.80168901862504e-09,1.8663607285378887e-09,1.6615999445742795e-09,2.024764201223194e-09,2.546121131107785e-09,2.969697305922041e-09
3.319065195346002e-09,1.7221560381536743e-09,1.7837777807891819e-09,1.8438947723780263e-09,1.650713839284279e-09,2.0192255846237357e-09,2.5348189033593383e-09,2.982915208828837e-09
3.421388507861645e-09,1.7257602805711271e-09,1.7670178178864896e-09,1.8229795706179755e-09,1.6414209943364275e-09,2.0151349063941712e-09,2.525251748232314e-09,2.9988684558827773e-09
3.5377180178440724e-09,1.731006361244359e-09,1.7514431286814892e-09,1.803647596991488e-09,1.6337940990771651e-09,2.012601232543846e-09,2.5175290983697517e-09,3.0178836440489598e-09
3.671176310716091e-09,1.738058642014322e-09,1.7370968008595502e-09,1.7859440644606472e-09,1.6279245429333246e-09,2.011755481827081e-09,2.5117838564485406e-09,3.040355078278072e-09
3.825918143920646e-09,1.7471158810789164e-09,1.7240329417718001e-09,1.769929500909473e-09,1.6239267971105223e-09,2.012755691308192e-09,2.5081778884197904e-09,3.066762775074893e-09
4.007595140042349e-09,1.7584203785674355e-09,1.7123191626158066e-09,1.7556831025887259e-09,1.6219441550271903e-09,2.015793893425715e-09,2.5069091737499412e-09,3.097696544101581e-09
4.224096366342746e-09,1.772270207893012e-09,1.702039808101067e-09,1.743307142183613e-09,1.6221563461617376e-09,2.0211052105128758e-09,2.5082212248600462e-09,3.1338886842223837e-09
4.486776876705464e-09,1.789035819895597e-09,1.693300203926472e-09,1.7329328280674066e-09,1.6247897737635175e-09,2.028980047917092e-09,2.512415660945034e-09,3.1762591167407353e-09
4.812595589691321e-09,1.8091829591296527e-09,1.6862323145006043e-09,1.7247281924361196e-09,1.630131491525325e-09,2.0397806911264187e-09,2.5198692393741794e-09,3.2259788485607447e-09
5.2280582499016525e-09,1.833304881130463e-09,1.6810023864975822e-09,1.7189088657510246e-09,1.6385486111706751e-09,2.053964281084761e-09,2.531057301896365e-09,3.284561080477352e-09
5.777034778650209e-09,1.8621685942410622e-09,1.6778214391192947e-09,1.7157530367408804e-09,1.6505157686677743e-09,2.072115222489589e-09,2.5465866408510807e-09,3.353995109577467e-09
6.537762352953914e-09,1.896782805666321e-09,1.676959916778689e-09,1.715622612697396e-09,1.6666548379988519e-09,2.0949918747737014e-09,2.567242515128162e-09,3.4369484677730307e-09
7.66469350809795e-09,1.938500465324984e-09,1.678768564217974e-09,1.7189937861785747e-09,1.687793769835325e-09,2.123595450895832e-09,2.594057469494116e-09,3.537081629588866e-09
9.51117906555434e-09,1.9891783666102568e-09,1.683708838096552e-09,1.7265022613392895e-09,1.7150562312730874e-09,2.1592745074422068e-09,2.6284147385494193e-09,3.6595559083105588e-09
1.3101642942371284e-08,2.051434628320093e-09,1.6923983526070662e-09,1.7390120380620291e-09,1.7500026485167491e-09,2.203888495665229e-09,2.672208362151571e-09,3.811888665426536e-09
2.3164835606747947e-08,2.1290820653132726e-09,1.7056808039531235e-09,1.7577234122894714e-09,1.7948606672094595e-09,2.260073369852816e-09,2.7280999456720997e-09,4.0054685604060344e-09
3.3797556940815924e-09,2.227895634279253e-09,1.724737268587622e-09,1.7843489952630934e-09,1.8529189708328942e-09,2.3316921747073118e-09,2.799947728974266e-09,4.258412884956398e-09
3.406798902564498e-09,2.357058699248552e-09,1.7512705544820832e-09,1.8214135668067683e-09,1.9292376352647753e-09,2.4246406432180903e-09,2.8935598539545222e-09,4.601393984900858e-09
3.436181548675488e-09,2.5321097397423154e-09,1.787825411343713e-09,1.8727928749236692e-09,2.032017739807838e-09,2.548383456438848e-09,3.018098784150607e-09,5.090788116518718e-09
3.4680570261562393e-09,2.7815852605781514e-09,1.8383777563792726e-09,1.944747514458437e-09,2.175474633204577e-09,2.7191319925389547e-09,3.188904096376161e-09,5.842727751206034e-09
3.502597823619234e-09,2.503781699460702e-09,2.851146551352065e-09,2.903821286578796e-09,2.319622390322464e-09,2.919308972015898e-09,3.5276522014061316e-09,4.0652164888296875e-09
3.539998597153826e-09,2.489088199786679e-09,2.813478041079197e-09,2.863176424557698e-09,2.298028009676239e-09,2.9042354275407366e-09,3.5069825891753274e-09,4.063027078595001e-09
3.580479856181866e-09,2.4753867087971012e-09,2.7771020813341154e-09,2.8245776516254193e-09,2.278068130832377e-09,2.8905056188474596e-09,3.487664227328233e-09,4.0622032423543585e-09
3.6242924102720133e-09,2.4626955658231963e-09,2.7420038693437603e-09,2.7879887558111407e-09,2.259741724236265e-09,2.878129536870489e-09,3.469704623223482e-09,4.0627945847825895e-09
3.671722766741666e-09,2.4510356562673507e-09,2.708170130423601e-09,2.753376795500607e-09,2.2430505395047342e-09,2.867120016000409e-09,3.4531143439310433e-09,4.064857257816074e-09
3.723099724998959e-09,2.440430754253028e-09,2.675589218924357e-09,2.7207122864157994e-09,2.227999467280787e-09,2.857493109543139e-09,3.437907388497245e-09,4.068454870987075e-09
3.778802489068274e-09,2.430907922137918e-09,2.6442512381138694e-09,2.6899694287439243e-09,2.214596961932919e-09,2.8492685268076034e-09,3.424101621245799e-09,4.073659559190636e-09
3.8392707223703824e-09,2.422497978211786e-09,2.6141481823561093e-09,2.661126381700397e-09,2.202855537352966e-09,2.842470143952474e-09,3.411719278001689e-09,4.080553240568917e-09
3.905017109815614e-09,2.4152360465525515e-09,2.5852741056921112e-09,2.634165594501421e-09,2.192792351013431e-09,2.837126603532932e-09,3.400787559849572e-09,4.089229105207807e-09
3.97664318831103e-09,2.409162206388062e-09,2.557625321853369e-09,2.609074204847704e-09,2.1844298951509502e-09,2.833272021250675e-09,3.391339332494208e-09,4.099793385608505e-09
4.0548594827711485e-09,2.4043222626223478e-09,2.531200641895118e-09,2.58584451871591e-09,2.1777968186904663e-09,2.830946822954078e-09,3.383413953668778e-09,4.112367473160453e-09
4.140511378686941e-09,2.400768664752926e-09,2.506001657114437e-09,2.5644745887172446e-09,2.1729289096770796e-09,2.830198740781268e-09,3.37705825668193e-09,4.127090462162595e-09
4.234612732992339e-09,2.398561608620821e-09,2.482033076788861e-09,2.5449689127252632e-09,2.169870275978304e-09,2.831084004900038e-09,3.372327725450249e-09,4.1441222256392305e-09
4.338390065135699e-09,2.397770364894528e-09,2.4593031326799073e-09,2.527339280258392e-09,2.168674772536585e-09,2.833668777167879e-09,3.369287905830137e-09,4.1636471573242154e-09
4.453341429117304e-09,2.3984748906529023e-09,2.4378240653520116e-09,2.511605801653491e-09,2.169407737363096e-09,2.838030886007077e-09,3.368016110457282e-09,4.185878754417821e-09
4.581315990170414e-09,2.4007677970475367e-09,2.417612711405987e-09,2.4977981650418613e-09,2.1721481170713e-09,2.8442619390102877e-09,3.368603490710098e-09,4.2110652700795825e-09
4.7246233302860295e-09,2.4047567683376686e-09,2.398691216037125e-09,2.485957179403905e-09,2.176991087846092e-09,2.852469912832535e-09,3.3711575712924493e-09,4.2394967387480585e-09
4.886186300366226e-09,2.4105675579015182e-09,2.381087902356701e-09,2.476136679810733e-09,2.184051311979396e-09,2.862782351092904e-09,3.3758053724284877e-09,4.2715137796715276e-09
5.069759098743979e-09,2.4183477284256892e-09,2.364838338313359e-09,2.4684058951660075e-09,2.193467017306699e-09,2.875350343593081e-09,3.382697284809129e-09,4.307518726864537e-09
5.2802455354406365e-09,2.428271361237463e-09,2.349986654712189e-09,2.462852411967267e-09,2.205405152756666e-09,2.890353519009311e-09,3.392011917684721e-09,4.347989835760801e-09
5.524175631016637e-09,2.440545040978127e-09,2.3365871851015764e-09,2.459585913715219e-09,2.220067966370314e-09,2.908006365549772e-09,3.403962217481889e-09,4.393499606712476e-09
5.810440757901489e-09,2.4554155376045604e-09,2.32470652209148e-09,2.4587429404118354e-09,2.2377014856869873e-09,2.928566310772467e-09,3.4188032629114204e-09,4.444738687771577e-09
6.151467216858304e-09,2.473179775195166e-09,2.3144261178579206e-09,2.460493004946354e-09,2.258606574797851e-09,2.952344159554853e-09,3.436842297888316e-09,4.50254744464074e-09
6.565166979356896e-09,2.494197923223658e-09,2.305845603486281e-09,2.4650465367166523e-09,2.2831535300885382e-09,2.979717734217209e-09,3.4584517891617514e-09,4.567958229070594e-09
7.078340517986918e-09,2.518910814182273e-09,2.299087068992736e-09,2.472665319057885e-09,2.3118016103113807e-09,3.0111499246285693e-09,3.484086628520586e-09,4.6422528286094095e-09
7.732971384907224e-09,2.54786345283425e-09,2.294300643603769e-09,2.483676380424066e-09,2.3451255632563597e-09,3.047212906456774e-09,3.5143070997597863e-09,4.7270418641054395e-09
8.598752605378026e-09,2.5817372565066703e-09,2.291671860406885e-09,2.498490746342789e-09,2.3838522588772114e-09,3.0886211351618547e-09,3.549809997243238e-09,4.82437658237596e-09
9.800465244957044e-09,2.621395059069182e-09,2.2914315071114743e-09,2.5176291549591602e-09,2.428912225580316e-09,3.1362770641747772e-09,3.591471483337563e-09,4.936909589709987e-09
1.1585813646242108e-08,2.66794519027677e-09,2.293868998904336e-09,2.5417579473562942e-09,2.481513677465769e-09,3.1913357054535515e-09,3.6404071972095006e-09,5.068131489841782e-09
1.4526252324725757e-08,2.722834780311331e-09,2.299350834050837e-09,2.5717401557918182e-09,2.543251381761288e-09,3.2552977606663172e-09,3.6980582986417573e-09,5.2227288180813115e-09
2.030262402332084e-08,2.787989119285089e-09,2.308346536708442e-09,2.608709862438479e-09,2.6162711246268527e-09,3.3301472485297486e-09,3.766317513047452e-09,5.407142583663099e-09
3.6936010149395394e-08,2.8660259705229e-09,2.321465885674714e-09,2.65418320431795e-09,2.703525983334879e-09,3.418560576753232e-09,3.847718694934774e-09,5.6304721074425e-09
1.5914844087139364e-09,2.9605965012155142e-09,2.339513602683065e-09,2.71022897307218e-09,2.8091903259705012e-09,3.524234426216454e-09,3.945730677194192e-09,5.906001804100077e-09
1.6158730698272036e-09,3.076949636568407e-09,2.3635718606399797e-09,2.779739796172271e-09,2.939357739588428e-09,3.6524194610304116e-09,4.065229095291642e-09,6.253916819662197e-09
1.641469280492755e-09,3.2229116023555e-09,2.39512864914957e-09,2.8668806123925893e-09,3.103279381766169e-09,3.810828217335893e-09,4.213286064550531e-09,6.706448597910216e-09
1.668370350802358e-09,3.4106868139613444e-09,2.436284764488102e-09,2.977866198082066e-09,3.3157033036080653e-09,4.0112637195319925e-09,4.400559121156723e-09,7.318431635523198e-09
