D,D,D,D,D,D,D,D
7.086046409515716e-09,2.3905726614569887e-09,2.4821251991988997e-09,3.16605257173433e-09,1.3390061564753482e-09,2.3042397458067917e-09,3.2354007946776412e-09,5.261155840619524e-09
7.054991575206018e-09,2.379881211618997e-09,2.4341545159893803e-09,3.1197520881435847e-09,1.3237998565130072e-09,2.2618268890691652e-09,3.175510491457657e-09,5.293404106380832e-09
7.029815786416945e-09,2.3703015533449253e-09,2.3877328199280532e-09,3.074555301294186e-09,1.3090796556187191e-09,2.220302620549665e-09,3.117107073216849e-09,5.328217993317245e-09
7.010815540261376e-09,2.36188422199744e-09,2.342836024331905e-09,3.030471322303953e-09,1.2948540365180084e-09,2.179658565242192e-09,3.060165023469243e-09,5.365804990836545e-09
6.998336360420868e-09,2.354685201597787e-09,2.299441690481504e-09,2.987510629908875e-09,1.281132177574641e-09,2.1398859666027876e-09,3.0046586836024143e-09,5.406397202420601e-09
6.992781449825697e-09,2.3487667253864416e-09,2.257529080292497e-09,2.9456852408145556e-09,1.267924036128886e-09,2.1009756452959403e-09,2.950562202528222e-09,5.450255223954541e-09
6.994622295176449e-09,2.3441982225577522e-09,2.2170792243071007e-09,2.9050089073006383e-09,1.2552404446866263e-09,2.0629179524565456e-09,2.8978494802149313e-09,5.497672784328949e-09
7.004411755020341e-09,2.341057443292495e-09,2.178075007477376e-09,2.8654973472731917e-09,1.2430932223619695e-09,2.025702716588711e-09,2.846494104080801e-09,5.5489823292636705e-09
7.02280033540569e-09,2.339431802550113e-09,2.140501275767935e-09,2.827168513135852e-09,1.2314953045086795e-09,1.989319183073231e-09,2.796469277058246e-09,5.604561780156166e-09
7.050556594979734e-09,2.339419993927161e-09,2.104344967313928e-09,2.7900429073128318e-09,1.2204608941427244e-09,1.953755945053338e-09,2.7477477358994995e-09,5.664842767244141e-09
7.088592953513391e-09,2.3411339391111766e-09,2.069595272748237e-09,2.7541439541256247e-09,1.2100056395958344e-09,1.9190008642294524e-09,2.7003016580078524e-09,5.730320726782221e-09
7.137998647871825e-09,2.3447011572939222e-09,2.036243830433328e-09,2.719498440093033e-09,1.2001468439119863e-09,1.885040979800731e-09,2.6541025547372846e-09,5.801567374326946e-09
7.200082253969924e-09,2.350267664039569e-09,2.0042849637606123e-09,2.6861370377839286e-09,1.190903712864752e-09,1.851862403435073e-09,2.609121148667363e-09,5.879246233585684e-09
7.2764271760992455e-09,2.358001542999615e-09,1.9737159695010903e-09,2.654094932286327e-09,1.1822976502332383e-09,1.8194501976931962e-09,2.5653272318287013e-09,5.9641321318051645e-09
7.368964961425851e-09,2.368097380029061e-09,1.944537468568904e-09,2.623412574512527e-09,1.1743526112630606e-09,1.7877882347921223e-09,2.522689501185726e-09,6.0571358969502955e-09
