D,D,D,D,D,D,D,D
3.1105587269368927e-09,2.8029306200463286e-09,1.4772271851365554e-09,1.8103294217459287e-09,2.2355109841264555e-09,2.3572778905583286e-09,2.6354074981290102e-09,7.6714487297737e-09
3.0744494495485675e-09,2.744726972737244e-09,1.4572063977665632e-09,1.781754156106887e-09,2.1674383283189683e-09,2.324743105113428e-09,2.610361198014809e-09,7.457855035371126e-09
3.0381658173813e-09,2.6874221217084197e-09,1.4374442958059996e-09,1.7537300232572236e-09,2.1020246739526673e-09,2.292827266433664e-09,2.5857180086975604e-09,7.251798637835623e-09
3.001695493614608e-09,2.6309966964809622e-09,1.417938936825253e-09,1.726250784280754e-09,2.0391251469991933e-09,2.261536646021258e-09,2.561485629453022e-09,7.052865986557897e-09
2.9650248296837155e-09,2.575430703932998e-09,1.398688000704096e-09,1.69930959610944e-09,1.978605129266058e-09,2.230877724427397e-09,2.537671896540573e-09,6.860665612138979e-09
2.9281387475062475e-09,2.5207034587266596e-09,1.3796887454887638e-09,1.6728989490428395e-09,1.920339239849639e-09,2.200857216346659e-09,2.514284791833746e-09,6.674826137640184e-09
2.891020609604653e-09,2.466793506109857e-09,1.360937957515541e-09,1.6470105964957803e-09,1.864210419286493e-09,2.1714820993982194e-09,2.491332452577977e-09,6.494994436344068e-09
2.853652075662012e-09,2.4136785360552087e-09,1.3424318949295643e-09,1.6216354758222204e-09,1.810109102311171e-09,2.1427596472296915e-09,2.4688231824628052e-09,6.320833916717896e-09
2.816012943850712e-09,2.361335287552585e-09,1.3241662235733879e-09,1.596763618866989e-09,1.7579324669027279e-09,2.114697467728339e-09,2.4467654642398047e-09,6.1520229169361526e-09
2.778080975037761e-09,2.309739441673399e-09,1.3061359440395823e-09,1.5723840506622687e-09,1.7075837487527272e-09,2.087303547281692e-09,2.425167974166293e-09,5.988253192663278e-09
2.739831697689635e-09,2.258865501803034e-09,1.288335308451254e-09,1.5484846743914152e-09,1.6589716114499182e-09,2.0605863022316372e-09,2.4040395986041284e-09,5.829228482766126e-09
2.7012381909890484e-09,2.2086866591724544e-09,1.270757725270072e-09,1.525052140406506e-09,1.6120095636319582e-09,2.034554638929435e-09,2.3833894531895326e-09,5.674663138489678e-09
2.6622708432934223e-09,2.159174641501056e-09,1.2533956500985907e-09,1.5020716966599418e-09,1.566615415065392e-09,2.0092180241136557e-09,2.363226905070802e-09,5.524280802033191e-09
2.622897082627838e-09,2.1102995421837672e-09,1.236240460039627e-09,1.4795270174021302e-09,1.5227107641470622e-09,1.98458656774137e-09,2.3435615988282062e-09,5.377813120764743e-09
2.5830810753950355e-09,2.062029627003125e-09,1.219282308683774e-09,1.4574000063740546e-09,1.480220509660938e-09,1.9606711209244587e-09,2.324403486841766e-09,5.234998483251264e-09
2.5427833888722763e-09,2.014331114799101e-09,1.2025099581813955e-09,1.435670569956746e-09,1.439072379769044e-09,1.9374833922862104e-09,2.305762865053052e-09,5.095580762989396e-09
2.501960612342727e-09,1.967167927863302e-09,1.185910584096206e-09,1.4143163547866355e-09,1.399196471168838e-09,1.91503608690304e-09,2.28765041530482e-09,4.959308055056526e-09
2.460564930869388e-09,1.920501407032166e-09,1.1694695477949168e-09,1.3933124431807902e-09,1.360524791098574e-09,1.893343073130343e-09,2.2700772557604192e-09,4.825931389986237e-09
2.4185436446877747e-09,1.8742899854622012e-09,1.1531701299343351e-09,1.3726309982376294e-09,1.3229907943583826e-09,1.8724195840538155e-09,2.253055001295905e-09,4.695203407746667e-09
2.3758386259956412e-09,1.8284888138869887e-09,1.136993217112177e-09,1.352240848646569e-09,1.286528906741854e-09,1.8522824622583802e-09,2.2365958362935302e-09,4.566876972907509e-09
2.3323857034585773e-09,1.7830493286708395e-09,1.1209169318438992e-09,1.332107000913952e-09,1.2510740251336502e-09,1.8329504591863967e-09,2.2207126029652844e-09,4.4407037096695856e-09
2.2881139630026174e-09,1.7379187521631401e-09,1.104916193593968e-09,1.312190063762315e-09,1.2165609829715814e-09,1.814444603832418e-09,2.205418909267873e-09,4.31643243237056e-09
2.242944951356365e-09,1.6930395125923882e-09,1.088962195460561e-09,1.2924455656895103e-09,1.1829239676590514e-09,1.7967886602656443e-09,2.190729261735913e-09,4.193807443194796e-09
2.196791766245436e-09,1.6483485679155862e-09,1.0730217770543583e-09,1.2728231418219123e-09,1.1500958736915158e-09,1.7800096999952295e-09,2.1766592302837435e-09,4.072566663902101e-09
2.149558014018616e-09,1.6037766144944203e-09,1.057056668807138e-09,1.25326555989644e-09,1.1180075715009208e-09,1.7641388242702974e-09,2.1632256544051868e-09,3.952439562181652e-09
2.101136611684301e-09,1.5592471569871596e-09,1.041022575962803e-09,1.233707546988139e-09,1.086587067010048e-09,1.7492120842382199e-09,2.1504469035134302e-09,3.833144825449454e-09
2.051408405631022e-09,1.5146754101480302e-09,1.0248680612175547e-09,1.2140743677541738e-09,1.0557585201840792e-09,1.735271665210913e-09,2.138343208864757e-09,3.714387724979098e-09
2.000240573539791e-09,1.4699669959362067e-09,1.0085331725235346e-09,1.1942800905656291e-09,1.0254410818516866e-09,1.7223674279265072e-09,2.126937091236782e-09,3.595857100756839e-09
1.947484768790427e-09,1.4250163899326046e-09,9.919477456972256e-10,1.1742254585617631e-09,9.955474958423003e-10,1.7105589389967294e-09,2.1162539183347954e-09,3.477221881437377e-09
1.8929749577231673e-09,1.3797050588684915e-09,9.750292883678292e-10,1.153795256474128e-09,9.659823967833634e-10,1.6999181818038315e-09,2.106322640425435e-09,3.358127033348967e-09
1.836524888846032e-09,1.333899215085386e-09,9.576803197898435e-10,1.132855028170227e-09,9.366402108110439e-10,1.6905332296165042e-09,2.09717677456441e-09,3.238188806068103e-09
1.7779251189030694e-09,1.287447092684096e-09,9.397849961547312e-10,1.1112469501571955e-09,9.074025342185831e-10,1.6825133044484959e-09,2.0888557414784367e-09,3.1169891079523243e-09
1.7169395026660415e-09,1.2401756220456802e-09,9.212047872262599e-10,1.0887845965095452e-09,8.781348194565994e-10,1.6759958724971847e-09,2.0814067120696553e-09,2.994068800277929e-09
