D,D,D,D,D,D,D,D
3.7590222700138355e-09,2.348770941650997e-09,2.064135402622357e-09,1.919390489298932e-09,1.9631624825779948e-09,2.5321774999234422e-09,2.491592054363089e-09,2.876937846046425e-09
3.7088414534072643e-09,2.30770491509174e-09,2.023587977805291e-09,1.882611767142391e-09,1.9265328182948608e-09,2.491564971023248e-09,2.460340069504121e-09,2.8462161857289235e-09
3.6587752996173886e-09,2.267202143658048e-09,1.98375409962566e-09,1.846476077426977e-09,1.8904195400252888e-09,2.451521930359208e-09,2.429558124039381e-09,2.815860540119282e-09
3.608814273051107e-09,2.2272614534992317e-09,1.9446346029160432e-09,1.8109855536001421e-09,1.854824359394397e-09,2.4120467081727917e-09,2.399244849756428e-09,2.785866528052393e-09
3.558947534307497e-09,2.187881220439665e-09,1.906230060403661e-09,1.7761421819595942e-09,1.8197487893928563e-09,2.3731370836529302e-09,2.369398340978613e-09,2.7562289717932803e-09
3.509162816561173e-09,2.149059314219728e-09,1.868540743267637e-09,1.7419477713772406e-09,1.785194109526929e-09,2.334790215683086e-09,2.3400160823698173e-09,2.7269417999648203e-09
3.459446287867212e-09,2.110793035382116e-09,1.831566576065337e-09,1.7084039182546891e-09,1.7511613257737607e-09,2.297002564403521e-09,2.3110948667425993e-09,2.697997937586022e-09
3.4097823974823883e-09,2.0730790436822742e-09,1.7953070851282012e-09,1.6755119659125702e-09,1.7176511245014883e-09,2.259769802189849e-09,2.282630701299374e-09,2.669389181248462e-09
3.360153703998536e-09,2.035913276703905e-09,1.7597613393637396e-09,1.643272957464333e-09,1.6846638193598742e-09,2.223086712404413e-09,2.2546187004543408e-09,2.641106057108387e-09
3.310540682724774e-09,1.9992908571195107e-09,1.7249278821979467e-09,1.6116875810410744e-09,1.6521992899581146e-09,2.186947073977528e-09,2.227052963037184e-09,2.6131376589493022e-09
3.260921509340287e-09,1.9632059867506476e-09,1.690804653153652e-09,1.580756106013943e-09,1.6202569109238454e-09,2.151343529522659e-09,2.1999264312702863e-09,2.585471463065753e-09
3.211271816334774e-09,1.9276518252305954e-09,1.6573888972618083e-09,1.5504783085854611e-09,1.5888354696588248e-09,2.1162674342540324e-09,2.1732307284014996e-09,2.5580931161001747e-09
3.161564418160437e-09,1.892620350647581e-09,1.6246770601420901e-09,1.5208533847876047e-09,1.5579330707704923e-09,2.081708682450189e-09,2.1469559712617902e-09,2.530986191215708e-09
3.111769000305867e-09,1.858102199026184e-09,1.592664666143851e-09,1.4918798485102431e-09,1.5275470247446767e-09,2.047655507565016e-09,2.121090553259094e-09,2.504131907072652e-09
3.0618517666437642e-09,1.824086478863674e-09,1.5613461763850947e-09,1.463555411668913e-09,1.4976737179104802e-09,2.0140942512969726e-09,2.095620892385692e-09,2.4775088029459774e-09
3.011775038374001e-09,1.7905605561493722e-09,1.5307148228444063e-09,1.435876842981212e-09,1.46830846011487e-09,1.9810090959573807e-09,2.0705311376628988e-09,2.451092361933974e-09
2.961496796628759e-09,1.757509804312225e-09,1.500762413799972e-09,1.408839801014448e-09,1.439445305727777e-09,1.9483817532694715e-09,2.0458028260019397e-09,2.42485457247728e-09
2.910970159290468e-09,1.7249173123209295e-09,1.4714791048366207e-09,1.3824386361546526e-09,1.4110768426060454e-09,1.9161911012322006e-09,2.021414479659932e-09,2.398763416259065e-09
2.8601427807124932e-09,1.692763542623049e-09,1.442853128274744e-09,1.356666154855639e-09,1.383193942383937e-09,1.884412758797889e-09,1.997341132192275e-09,2.3727822678499704e-09
2.80895616075696e-09,1.6610259286728363e-09,1.4148704721433415e-09,1.3315133378813335e-09,1.355785463863742e-09,1.8530185857439343e-09,1.9735537679213995e-09,2.346869188055726e-09
2.7573448467577893e-09,1.6296783993364843e-09,1.3875144975959123e-09,1.3069690021355131e-09,1.3288378992379155e-09,1.8219760921138182e-09,1.9500186562655133e-09,2.320976088594002e-09
2.7052355085400652e-09,1.598690814316427e-09,1.3607654808010191e-09,1.2830193929270284e-09,1.3023349502479806e-09,1.7912477377673242e-09,1.926696557544973e-09,2.295047740196616e-09
2.652545862297065e-09,1.568028290685643e-09,1.334600061611156e-09,1.2596476899333643e-09,1.2762570179790884e-09,1.76079009765338e-09,1.903541770772927e-09,2.269020589109002e-09
2.5991834137110447e-09,1.5376503953730808e-09,1.308990576431806e-09,1.2368334054067354e-09,1.2505805855413747e-09,1.7305528620478195e-09,1.880500985970089e-09,2.242821337734074e-09
2.5450439838776503e-09,1.5075101715744424e-09,1.283904246258271e-09,1.2145516468983771e-09,1.2252774670270546e-09,1.7004776326839396e-09,1.8575118930705282e-09,2.216365233104943e-09
2.4900099729504232e-09,1.477552958021194e-09,1.2593021822471401e-09,1.192772208379125e-09,1.2003138883460744e-09,1.670496464783568e-09,1.834501485605525e-09,2.1895539909904714e-09
2.433948305401133e-09,1.4477149480171582e-09,1.2351381596107483e-09,1.171458442265861e-09,1.1756493550979792e-09,1.640530090510185e-09,1.8113839787818946e-09,2.1622732623314403e-09
2.3767079866425398e-09,1.4179214190212664e-09,1.211357094880961e-09,1.1505658493151958e-09,1.151235248491132e-09,1.6104857399886595e-09,1.7880582364851724e-09,2.134389520399547e-09
2.3181171824677806e-09,1.3880845416923247e-09,1.187893139946128e-09,1.1300403018328702e-09,1.1270130709498203e-09,1.5802544498472164e-09,1.764404567488969e-09,2.10574620872373e-09
2.257979708927987e-09,1.35810064736292e-09,1.1646672761623563e-09,1.1098157855221596e-09,1.1029122362279126e-09,1.5497077134801115e-09,1.740280703868765e-09,2.076158937324485e-09
2.196070788972107e-09,1.3278467914076907e-09,1.1415842494331807e-09,1.0898115025413115e-09,1.078847261240449e-09,1.5186932778464735e-09,1.7155167085448542e-09,2.0454094420772716e-09
2.132131890713104e-09,1.297176391745126e-09,1.1185286265871696e-09,1.069928116798941e-09,1.054714163396291e-09,1.4870298225932015e-09,1.689908465334635e-09,2.013237920057881e-09
2.065864406760146e-09,1.2659136389172902e-09,1.0953596655924142e-09,1.0500428325382066e-09,1.0303857902006966e-09,1.4545001595292056e-09,1.6632092705741514e-09,1.9793332088217892e-09
1.9969218592487812e-09,1.233846254753678e-09,1.0719045628173743e-09,1.0300028634646643e-09,1.00570569514306e-09,1.4208424500585036e-09,1.6351188495273563e-09,1.9433200686730343e-09
1.924900213147725e-09,1.200716001575584e-09,1.047949446624516e-09,1.0096166469878744e-09,9.80480005949909e-10,1.3857387333504075e-09,1.605268830433963e-09,1.9047425210457708e-09
