Conc,Conc,Conc,Conc,Conc,Conc,Conc,Conc
0.0013883049474209,0.0013484183838276,0.0011741782351292,0.0010417515421321,0.0012676072665085,0.0014209978342232,0.0011698827154685,0.0012581544363968
0.0013740004568781,0.0013303762132774,0.0011625097948521,0.001039605319236,0.00126120240641,0.0014113539926242,0.0011670015754417,0.0012501357536701
0.0013599427648628,0.001312632201672,0.001150970944126,0.0010371130877979,0.0012545433811159,0.0014018041108438,0.001163785012407,0.0012420014873566
0.0013461376697599,0.001295191680102,0.0011395685445191,0.0010342926415891,0.0012476486223775,0.0013923552559964,0.001160250912876,0.0012337646764856
0.0013325909699542,0.0012780599796577,0.0011283094575996,0.0010311617743811,0.0012405365619463,0.0013830144951962,0.0011564171633602,0.0012254383600867
0.0013193084638303,0.0012612424314297,0.0011172005449358,0.0010277382799452,0.0012332256315737,0.0013737888955576,0.0011523016503712,0.0012170355771891
0.0013062959497731,0.0012447443665085,0.001106248668096,0.0010240399520526,0.0012257342630111,0.001364685524195,0.0011479222604204,0.0012085693668224
0.0012935592261674,0.0012285711159844,0.0010954606886483,0.0010200845844748,0.0012180808880098,0.0013557114482226,0.0011432968800195,0.0012000527680158
0.0012811040913978,0.0012127280109481,0.0010848434681611,0.001015889970983,0.0012102839383214,0.0013468737347547,0.00113844339568,0.0011914988197989
0.0012689363438491,0.0011972203824899,0.0010744038682026,0.0010114739053487,0.0012023618456973,0.0013381794509059,0.0011333796939135,0.001182920561201
0.0012570617819062,0.0011820535617003,0.001064148750341,0.0010068541813432,0.0011943330418888,0.0013296356637902,0.0011281236612314,0.0011743310312515
0.0012454862039537,0.0011672328796698,0.0010540849761446,0.0010020485927378,0.0011862159586474,0.0013212494405222,0.0011226931841453,0.0011657432689799
0.0012342154083764,0.0011527636674889,0.0010442194071817,0.0009970749333038,0.0011780290277245,0.0013130278482161,0.0011171061491668,0.0011571703134154
0.0012232551935592,0.0011386512562481,0.0010345589050204,0.0009919509968126,0.0011697906808715,0.0013049779539862,0.0011113804428075,0.0011486252035877
0.0012126113578867,0.0011249009770378,0.0010251103312291,0.0009866945770356,0.0011615193498398,0.001297106824947,0.0011055339515788,0.001140120978526
0.0012022896997436,0.0011115181609484,0.0010158805473759,0.0009813234677441,0.0011532334663809,0.0012894215282126,0.0010995845619923,0.0011316706772597
0.0011922960175149,0.0010985081390706,0.0010068764150292,0.0009758554627094,0.0011449514622462,0.0012819291308975,0.0010935501605596,0.0011232873388183
0.0011826361095852,0.0010858762424947,0.0009981047957572,0.0009703083557029,0.001136691769187,0.001274636700116,0.0010874486337921,0.0011149840022312
0.0011733157743393,0.0010736278023112,0.0009895725511281,0.0009646999404959,0.0011284728189549,0.0012675513029824,0.0010812978682015,0.0011067737065278
0.001164340810162,0.0010617681496106,0.0009812865427101,0.0009590480108598,0.0011203130433011,0.001260680006611,0.0010751157502994,0.0010986694907374
0.0011557170154379,0.0010503026154834,0.0009732536320716,0.0009533703605659,0.0011122308739772,0.0012540298781162,0.0010689201665971,0.0010906843938896
0.001147450188552,0.0010392365310201,0.0009654806807808,0.0009476847833855,0.0011042447427345,0.0012476079846124,0.0010627290036063,0.0010828314550136
0.0011395461278889,0.001028575227311,0.0009579745504059,0.00094200907309,0.0010963730813245,0.0012414213932137,0.0010565601478386,0.001075123713139
