Conc,Conc,Conc,Conc,Conc,Conc,Conc,Conc
0.0020047771585632,0.0017725718670823,0.0016573781000564,0.0018460657966532,0.0021805201148283,0.0019649974516723,0.0019658698704378,0.0018646595273547
0.0019689483559427,0.0017376810063677,0.0016253171922285,0.0018002892422527,0.0021272760472499,0.0019333951093305,0.0019193891265739,0.0018243162603226
0.0019339171984022,0.0017035947581928,0.0015940377229351,0.0017558570875879,0.0020755288308604,0.0019025581026689,0.0018742721782989,0.0017850961174973
0.0018996778875569,0.0016703077914674,0.001563532830608,0.0017127515388873,0.0020252600339084,0.0018724793645731,0.0018305011391014,0.0017469860598494
0.001866224625022,0.0016378147751008,0.001533795653679,0.0016709548023798,0.0019764512246425,0.0018431518279288,0.0017880581224696,0.0017099730483495
0.0018335516124128,0.0016061103780027,0.0015048193305799,0.0016304490842938,0.0019290839713114,0.0018145684256217,0.0017469252418922,0.0016740440439681
0.0018016530513446,0.0015751892690825,0.0014765969997423,0.0015912165908582,0.0018831398421635,0.0017867220905374,0.0017070846108576,0.001639186007676
0.0017705231434324,0.0015450461172497,0.001449121799598,0.0015532395283014,0.0018386004054474,0.0017596057555616,0.0016685183428541,0.0016053859004436
0.0017401560902917,0.001515675591414,0.0014223868685788,0.0015165001028523,0.0017954472294118,0.00173321235358,0.0016312085513703,0.0015726306832415
0.0017105460935376,0.0014870723604848,0.0013963853451165,0.0014809805207394,0.0017536618823052,0.0017075348174782,0.0015951373498947,0.0015409073170404
0.0016816873547853,0.0014592310933717,0.0013711103676427,0.0014466629881915,0.0017132259323763,0.001682566080142,0.0015602868519156,0.0015102027628109
0.0016535740756502,0.0014321464589842,0.0013465550745893,0.001413529711437,0.0016741209478735,0.0016582990744569,0.0015266391709215,0.0014805039815235
0.0016262004577473,0.0014058131262317,0.001322712604388,0.0013815628967049,0.0016363284970454,0.0016347267333086,0.0014941764204009,0.0014517979341489
0.0015995607026921,0.0013802257640239,0.0012995760954704,0.0013507447502235,0.0015998301481408,0.0016118419895829,0.0014628807138423,0.0014240715816575
0.0015736490120997,0.0013553790412702,0.0012771386862685,0.0013210574782218,0.001564607469408,0.0015896377761654,0.001432734164734,0.0013973118850201
0.0015484595875854,0.0013312676268803,0.0012553935152139,0.0012924832869282,0.0015306420290958,0.0015681070259417,0.0014037188865646,0.0013715058052072
0.0015239866307643,0.0013078861897635,0.0012343337207385,0.0012650043825714,0.0014979153954527,0.0015472426717975,0.0013758169928225,0.0013466403031895
0.0015002243432518,0.0012852293988295,0.0012139524412738,0.0012386029713802,0.0014664091367273,0.0015270376466185,0.0013490105969961,0.0013227023399374
0.0014771669266631,0.0012632919229878,0.0011942428152518,0.0012132612595831,0.0014361048211682,0.0015074848832904,0.0013232818125739,0.0012996788764216
0.0014548085826133,0.0012420684311478,0.001175197981104,0.0011889614534089,0.0014069840170239,0.0014885773146988,0.0012986127530445,0.0012775568736127
0.0014331435127178,0.0012215535922191,0.0011568110772624,0.0011656857590861,0.001379028292543,0.0014703078737293,0.0012749855318961,0.0012563232924813
0.0014121659185918,0.0012017420751113,0.0011390752421587,0.0011434163828434,0.0013522192159741,0.0014526694932677,0.0012523822626173,0.0012359650939979
0.0013918700018506,0.0011826285487339,0.0011219836142245,0.0011221355309095,0.0013265383555659,0.0014356551061997,0.0012307850586965,0.0012164692391333
0.0013722499641093,0.0011642076819964,0.0011055293318917,0.0011018254095131,0.0013019672795668,0.0014192576454108,0.0012101760336222,0.0011978226888579
0.0013533000069832,0.0011464741438083,0.001089705533592,0.0010824682248828,0.0012784875562255,0.0014034700437868,0.0011905373008829,0.0011800124041423
0.0013350143320875,0.0011294226030791,0.0010745053577571,0.0010640461832472,0.0012560807537906,0.0013882852342133,0.0011718509739669,0.0011630253459572
0.0013173871410376,0.0011130477287184,0.0010599219428188,0.001046541490835,0.0012347284405106,0.001373696149576,0.0011540991663628,0.0011468484752731
0.0013004126354485,0.0010973441896357,0.0010459484272089,0.0010299363538749,0.0012144121846341,0.0013596957227606,0.001137263991559,0.0011314687530607
0.0012840850169356,0.0010823066547406,0.0010325779493591,0.0010142129785955,0.0011951135544097,0.0013462768866527,0.0011213275630439,0.0011168731402905
0.0012683984871141,0.0010679297929424,0.0010198036477012,0.0009993535712255,0.001176814118086,0.0013334325741379,0.0011062719943061,0.0011030485979332
0.0012533472475992,0.0010542082731509,0.0010076186606669,0.0009853403379936,0.0011594954439115,0.0013211557181021,0.0010920793988339,0.0010899820869592
0.0012389255000063,0.0010411367642755,0.0009960161266879,0.0009721554851283,0.0011431391001349,0.0013094392514308,0.0010787318901158,0.0010776605683393
0.0012251274459504,0.0010287099352257,0.000984989184196,0.0009597812188584,0.0011277266550048,0.0012982761070096,0.0010662115816404,0.0010660710030439
0.0012119472870468,0.0010169224549111,0.000974530971623,0.0009481997454125,0.0011132396767696,0.0012876592177244,0.0010545005868959,0.0010552003520438
0.0011993792249109,0.0010057689922411,0.0009646346274007,0.0009373932710193,0.0010996597336781,0.0012775815164607,0.0010435810193709,0.0010450355763094
0.0011874174611578,0.0009952442161254,0.0009552932899606,0.0009273440019073,0.0010869683939787,0.0012680359361042,0.0010334349925539,0.0010355636368114
0.0011760561974027,0.0009853427954734,0.0009465000977347,0.0009180341443054,0.0010751472259201,0.0012590154095405,0.0010240446199332,0.0010267714945205
0.001165289635261,0.0009760593991947,0.0009382481891547,0.0009094459044421,0.0010641777977508,0.0012505128696554,0.0010153920149974,0.001018646110407
