D,D,D,D,D,D,D,D
1.2044005208835771e-08,1.9172280303095435e-08,1.1282132109106677e-08,8.850319244534098e-09,1.1129761626435914e-08,7.893076136397233e-09,1.0867236411532954e-08,1.4466907775055942e-08
2.2866839136599442e-08,-6.7071881842688e-08,4.335488787948927e-08,2.252544439124924e-08,2.487288557872145e-08,8.087941129980732e-09,1.0697897565414443e-08,1.216129369668818e-08
2.2132846300880427e-08,-7.437617304308148e-08,4.0668698354055406e-08,2.174027428042224e-08,2.417483883243262e-08,8.018048344027219e-09,1.0565735368373914e-08,1.2069494564257737e-08
2.1420189019052044e-08,-8.384349159888531e-08,3.8226168305398426e-08,2.098065681964947e-08,2.3494326943658323e-08,7.949086535272192e-09,1.0437119998111111e-08,1.1981760651797022e-08
2.0728420990895253e-08,-9.660082781387009e-08,3.5994842133371275e-08,2.024580631312761e-08,2.2831005407658673e-08,7.881110417163166e-09,1.0312150125876769e-08,1.1898255957126511e-08
2.0057109928092032e-08,-1.1472146030515967e-07,3.394789860452818e-08,1.95349717915218e-08,2.2184541876467338e-08,7.814177750513968e-09,1.0190930842400029e-08,1.1819156402818515e-08
1.9405837009222498e-08,-1.424820359993663e-07,3.2062979037723384e-08,1.8847435114809906e-08,2.1554615628638373e-08,7.74834955873315e-09,1.0073574188643396e-08,1.1744650940188434e-08
1.8774196358645598e-08,-1.9034864102073066e-07,3.03212962580117e-08,1.818250919712913e-08,2.094091706428105e-08,7.683690361431005e-09,9.960199739933274e-09,1.16749427780128e-08
1.8161794550914604e-08,-2.925222051954067e-07,2.8706948857047124e-08,1.7539536346366216e-08,2.0343147227801523e-08,7.620268428450423e-09,9.850935250231505e-09,1.1610250753358556e-08
1.7568250136401798e-08,-6.623048335314336e-07,2.7206387603808257e-08,1.6917886709348608e-08,1.9761017353934e-08,7.558156056415515e-09,9.745917363438652e-09,1.1550810863263206e-08
1.699319318950828e-08,2.099763113433314e-06,2.58079960299328e-08,1.6316956813532482e-08,1.9194248437370077e-08,7.497429869977644e-09,9.645292400447943e-09,1.149687798048438e-08
1.6436264876340433e-08,3.931235548114984e-07,2.4501757667603108e-08,1.5736168200952475e-08,1.8642570823870072e-08,7.438171150694794e-09,9.549217231156242e-09,1.144872777906746e-08
1.589711704258123e-08,2.1291921037839267e-07,2.327898974755375e-08,1.51749661447782e-08,1.8105723821874075e-08,7.380466196200356e-09,9.457860242620853e-09,1.1406658900769453e-08
1.5375411818534192e-08,1.441113765938629e-07,2.213212837217576e-08,1.4632818445125248e-08,1.758345533286327e-08,7.324406713265933e-09,9.371402415793594e-09,1.1370995397745617e-08
1.4870821242708497e-08,1.0781199878166193e-07,2.1054553916407542e-08,1.4109214296949801e-08,1.7075521500581212e-08,7.270090248324627e-09,9.290038525290824e-09,1.1342089494028516e-08
1.4383026900725852e-08,8.539701501709763e-08,2.0040448133826974e-08,1.3603663225378871e-08,1.6581686376627087e-08,7.217620659792179e-09,9.213978479123768e-09,1.1320324714823645e-08
1.3911719581020186e-08,7.018820604671753e-08,1.9084676450382183e-08,1.311569408476858e-08,1.6101721602708264e-08,7.167108637069242e-09,9.14344881753066e-09,1.130611944278558e-08
1.345659894410754e-08,5.919893184444184e-08,1.8182690410562357e-08,1.2644854115212257e-08,1.5635406107631677e-08,7.118672271448057e-09,9.07869439361464e-09,1.1299930969994643e-08
1.3017373207147249e-08,5.0893052698537035e-08,1.7330446365828104e-08,1.2190708054746012e-08,1.518252581911193e-08,7.072437685414052e-09,9.019980261961118e-09,1.1302260128945416e-08
1.259375884120124e-08,4.439970054897686e-08,1.6524337332977556e-08,1.1752837302142456e-08,1.4742873389112632e-08,7.028539727181441e-09,8.967593805921873e-09,1.1313656600936593e-08
1.2185480281338692e-08,3.9188317615804e-08,1.57611356002263e-08,1.1330839126979221e-08,1.4316247931334308e-08,6.987122738549662e-09,8.921847139475146e-09,1.13347250205155e-08
1.1792269649051948e-08,3.4917221157141826e-08,1.5037944154210035e-08,1.0924325924924676e-08,1.3902454772088412e-08,6.948341405352203e-09,8.883079825904555e-09,1.1366132018758001e-08
1.1413866486172129e-08,3.1356424453762554e-08,1.4352155385004024e-08,1.0532924513919535e-08,1.3501305211649903e-08,6.912361700972933e-09,8.851661963271141e-09,1.1408614378458648e-08
1.1050017499559416e-08,2.8345443308547956e-08,1.3701415828402332e-08,1.015627546971116e-08,1.3112616296761508e-08,6.87936193506402e-09,8.827997695575832e-09,1.1462988511267442e-08
1.070047631653523e-08,2.5768885499242358e-08,1.3083595940309572e-08,9.794032497603862e-09,1.273621060382626e-08,6.849533921346188e-09,8.812529219838461e-09,1.1530161513948373e-08
1.0365003250037116e-08,2.354165309863934e-08,1.2496764084164271e-08,9.4458618383787e-09,1.2371916031307714e-08,6.823084280742052e-09,8.805741372781552e-09,1.1611144119338116e-08
1.0043365073427916e-08,2.159961321075029e-08,1.1939164062622337e-08,9.111441706109892e-09,1.2019565601838169e-08,6.8002358982447885e-09,8.808166897269487e-09,1.1707065932167929e-08
9.73533480426157e-09,1.9893516272580672e-08,1.1409195642095057e-08,8.790461756132276e-09,1.1678997272721348e-08,6.781229555357142e-09,8.820392509187614e-09,1.1819193433969916e-08
9.440691496735018e-09,1.8384915335167253e-08,1.0905397615322813e-08,8.482622580912808e-09,1.1350053755236517e-08,6.766325763116552e-09,8.843065910057206e-09,1.194895136287115e-08
9.159220042315248e-09,1.7043358171521162e-08,1.0426433024276106e-08,8.187635232518253e-09,1.1032582341326562e-08,6.755806825134037e-09,8.876903922444776e-09,1.2097948229919633e-08
8.890710978133463e-09,1.584441192185383e-08,9.971076228594871e-09,7.905220769801516e-09,1.0726434738183689e-08,6.749979165076863e-09,8.922701963089385e-09,1.2268006936851164e-08
8.634960303226903e-09,1.4768245849276652e-08,9.538201556270545e-09,7.635109828931326e-09,1.0431466909833732e-08,6.749175958873748e-09,8.981345118175228e-09,1.24612017261913e-08
8.391769301341281e-09,1.3798596511176392e-08,9.126773314907352e-09,7.377042215828972e-09,1.0147538925335716e-08,6.7537601193960686e-09,9.05382114553154e-09,1.2679903046126052e-08
8.160944371185583e-09,1.2922000142549343e-08,8.735836977387528e-09,7.1307665193127725e-09,9.874514813810028e-09,6.7641276897831585e-09,9.14123580694042e-09,1.2926832381488484e-08
7.942296862697358e-09,1.2127215073358576e-08,8.36451138368718e-09,6.89603974353687e-09,9.612262425079692e-09,6.7807117123428834e-09,9.244831032543123e-09,1.3205129732545131e-08
7.735642919970525e-09,1.1404781468460234e-08,8.011981824819541e-09,6.672626958926282e-09,9.360653296619153e-09,6.803986652538263e-09,9.366006547098612e-09,1.35184372819933e-08
7.540803329677941e-09,1.0746681751520861e-08,7.677493894583006e-09,6.4603009700595265e-09,9.119562525669816e-09,6.834473473268796e-09,9.506345753007094e-09,1.3871003968816044e-08
7.3576033757037505e-09,1.0146075835971866e-08,7.3603480117101605e-09,6.258842000200001e-09,8.8888686468663e-09,6.8727454739208685e-09,9.667646881015266e-09,1.4267817329934249e-08
7.185872698786411e-09,9.597092617624763e-09,7.0598945282912515e-09,6.068037390769105e-09,8.668453514766162e-09,6.919435031836927e-09,9.851960702828644e-09,1.4714771280614218e-08
7.025445161628471e-09,9.094664258248467e-09,6.775529352828561e-09,5.887681315587883e-09,8.458202191212773e-09,6.975241413472515e-09,1.0061636477549166e-08,1.5218881807440527e-08
6.876158718862221e-09,8.634393353620596e-09,6.506690025770958e-09,5.717574508588423e-09,8.258002837160751e-09,7.040939858560409e-09,1.0299378307760089e-08,1.5788567334365483e-08
6.737855291912605e-09,8.212445616530631e-09,6.252852193830135e-09,5.5575240046369666e-09,8.06774660907214e-09,7.117392185987114e-09,1.0568314765425068e-08,1.6434017574584382e-08
6.610380648261791e-09,7.825462534434803e-09,6.013526436632064e-09,5.407342892288392e-09,7.88732755910191e-09,7.205559227481604e-09,1.0872085581185981e-08,1.7167685259320994e-08
6.493584285300423e-09,7.470489794484982e-09,5.788255405307359e-09,5.266850078393186e-09,7.716642539618602e-09,7.306515467334096e-09,1.1214950484065044e-08,1.8004951307330363e-08
6.387319318119113e-09,7.1449182525481034e-09,5.576611237752693e-09,5.135870063319698e-09,7.555591111192115e-09,7.421466358814951e-09,1.1601927088004296e-08,1.8965039263824562e-08
