D,D,D,D,D,D,D,D
2.9550106832890803e-08,1.3282732013079477e-08,9.607918242554849e-09,2.2550613871797395e-08,6.902164254018163e-09,-4.9854840417349724e-08,-3.9902059148282724e-08,-1.59494096354996e-08
1.0943080396699432e-08,8.090799579447617e-09,7.750683012422426e-09,6.0484973758361025e-09,4.596036189051961e-09,-1.2118237423454352e-08,-1.947119978871851e-08,-1.0126166231787986e-06
1.1063492044644752e-08,8.088253617861055e-09,7.677095979555168e-09,6.101039703113719e-09,4.601618618922163e-09,-1.2398578594066761e-08,-1.9821977519432952e-08,-4.16578432867889e-07
1.1186582397640478e-08,8.088792738274845e-09,7.603453499975368e-09,6.155297858173631e-09,4.608318045279502e-09,-1.2701091706600036e-08,-2.019663370032984e-08,-2.603278478840326e-07
1.1312477243347036e-08,8.092488293447481e-09,7.529815314905622e-09,6.211380450181672e-09,4.6161745921075075e-09,-1.3028098093456364e-08,-2.0597245415013882e-08,-1.8836934008986718e-07
1.1441308268159304e-08,8.099414751050022e-09,7.456239969950374e-09,6.2694029301132645e-09,4.625230348121246e-09,-1.3382258550211205e-08,-2.1026137628923108e-08,-1.470279478555923e-07
1.1573213408767448e-08,8.109649865556067e-09,7.382784845317929e-09,6.329488138226827e-09,4.635529488635058e-09,-1.3766637742108468e-08,-2.1485921304896295e-08,-1.2022049987212837e-07
1.1708337225655162e-08,8.123274861401305e-09,7.309506184350776e-09,6.391766904485121e-09,4.647118406181804e-09,-1.4184783855028231e-08,-2.1979538775852435e-08,-1.0144948093094276e-07
1.1846831306730404e-08,8.140374628652836e-09,7.236459121541811e-09,6.456378709298678e-09,4.660045851807397e-09,-1.4640827867724225e-08,-2.2510318035445543e-08,-8.758774062011737e-08
1.1988854699455842e-08,8.161037932708536e-09,7.163697710139885e-09,6.523472410323533e-09,4.674363086517324e-09,-1.5139608329787126e-08,-2.3082038065882196e-08,-7.694402570206196e-08
1.2134574374689353e-08,8.185357637325675e-09,7.091274948012393e-09,6.593207043871236e-09,4.690124045139134e-09,-1.5686829638124088e-08,-2.3699007912179934e-08,-6.852369189531429e-08
1.2284165727257328e-08,8.213430944127772e-09,7.019242803424074e-09,6.665752710123972e-09,4.707385512818322e-09,-1.6289264777762245e-08,-2.4366162996705605e-08,-6.170353059920164e-08
1.2437813113303594e-08,8.245359649359304e-09,6.947652240220571e-09,6.741291552488415e-09,4.7262073159551265e-09,-1.6955017839501733e-08,-2.5089183224071743e-08,-5.6073189475868535e-08
1.2595710430309998e-08,8.281250417684807e-09,6.876553241511009e-09,6.820018842100826e-09,4.746652528484815e-09,-1.7693867922163493e-08,-2.5874638863443442e-08,-5.135144565116666e-08
1.275806174273378e-08,8.321215077839283e-09,6.8059948336454364e-09,6.9021441830145145e-09,4.768787695302216e-09,-1.851772546063563e-08,-2.673017212124085e-08,-4.733911713784735e-08
1.2925081956259183e-08,8.365370937731461e-09,6.736025108335162e-09,6.987892850856784e-09,4.79268307426824e-09,-1.9441246344627985e-08,-2.766472505456667e-08,-4.389117932454132e-08
1.3096997548732896e-08,8.413841125640896e-09,6.666691245674118e-09,7.077507286476514e-09,4.818412899032103e-09,-2.04826713469206e-08,-2.8688828195535373e-08,-4.0899529847484026e-08
1.3274047358900921e-08,8.466754954249033e-09,6.598039534904734e-09,7.171248761565754e-09,4.8460556640765076e-09,-2.166499361934149e-08,-2.981496967263423e-08,-3.82819415484278e-08
1.3456483440910224e-08,8.524248314876936e-09,6.5301153954830595e-09,7.269399243866214e-09,4.875694434947239e-09,-2.3017614226817845e-08,-3.10580722723849e-08,-3.5974757766984616e-08
1.3644571993013502e-08,8.586464101138999e-09,6.4629633980715165e-09,7.372263487630851e-09,4.907417186044786e-09,-2.457874157923843e-08,-3.2436117154509154e-08,-3.3927929975840233e-08
1.3838594361565607e-08,8.653552665037063e-09,6.396627283140675e-09,7.480171382527672e-09,4.941317168391835e-09,-2.6398956306766706e-08,-3.3970969669506674e-08,-3.2101565943606994e-08
1.40388481354444e-08,8.725672311140255e-09,6.331149981229503e-09,7.593480600251592e-09,4.977493311604353e-09,-2.8546660142125585e-08,-3.5689488031652966e-08,-3.0463477853982604e-08
1.4245648335411317e-08,8.802989828629698e-09,6.266573631075575e-09,7.712579581344066e-09,5.016050662562611e-09,-3.11166826847035e-08,-3.7625034730685916e-08,-2.8987408024018888e-08
1.445932870828661e-08,8.885681067582468e-09,6.2029395978481094e-09,7.837890916974043e-09,5.057100865715689e-09,-3.4244409453546935e-08,-3.9819572339553186e-08,-2.765172337008944e-08
1.4680243140878878e-08,8.973931563221655e-09,6.140288490952728e-09,7.96987518627769e-09,5.100762689441809e-09,-3.813005823671779e-08,-4.2326625541648356e-08,-2.6438440208766063e-08
1.4908767201654384e-08,9.067937211325072e-09,6.0786601811425835e-09,8.109035322930838e-09,5.147162603297041e-09,-4.308276483280352e-08,-4.521555791100098e-08,-2.5332485858674373e-08
1.5145299826378208e-08,9.167905002048441e-09,6.018093817180761e-09,8.255921598317708e-09,5.196435412587547e-09,-4.960630517910953e-08,-4.8577898727445256e-08,-2.432113254489249e-08
1.5390265166053586e-08,9.274053816605108e-09,5.9586278421811475e-09,8.411137325401374e-09,5.248724956630357e-09,-5.858090098224508e-08,-5.253696579430592e-08,-2.339355846588137e-08
1.564411460907762e-08,9.386615293380502e-09,5.900300009440265e-09,8.57534540712937e-09,5.304184878469779e-09,-7.169562064654078e-08,-5.726297792767441e-08,-2.2540503894535422e-08
1.5907329004405852e-08,9.505834771412365e-09,5.843147397795893e-09,8.749275880573387e-09,5.362979474495194e-09,-9.265454310575621e-08,-6.299769493713214e-08,-2.1753999147682968e-08
1.6180421104688877e-08,9.631972317918237e-09,5.787206426583385e-09,8.933734635397182e-09,5.425284634133824e-09,-1.314585993728289e-07,-7.00964151673881e-08,-2.1027147490955795e-08
1.6463938257308255e-08,9.765303851546289e-09,5.732512870464821e-09,9.129613529063589e-09,5.4912888808586994e-09,-2.276760197793795e-07,-7.910349386066669e-08,-2.0353950453927255e-08
1.6758465370253592e-08,9.906122366972368e-09,5.679101873224346e-09,9.337902163215726e-09,5.5611945270329855e-09,-8.692759967753123e-07,-9.089738610129756e-08,-1.972916620151018e-08
1.7064628193103132e-08,1.0054739278671071e-08,5.627007962067918e-09,9.559701652496607e-09,5.635218958494142e-09,4.7245215328160966e-07,-1.0699342263548827e-07,-1.9148193878189237e-08
1.738309694215315e-08,1.0211485889435175e-08,5.576265060638311e-09,9.796240785583974e-09,5.713596064364985e-09,1.849501894047751e-07,-1.3024874324057566e-07,-1.860697854153364e-08
1.7714590324237904e-08,1.0376715006326017e-08,5.526906502642377e-09,1.004889508445283e-08,5.796577834354912e-09,1.1470004704541908e-07,-1.667697502378814e-07,-1.8101932521920523e-08
1.8059880000743893e-08,1.0550802711359264e-08,5.478965044088952e-09,1.03192093783439e-08,5.884436143372747e-09,8.29928873506255e-08,-2.323660315497789e-07,-1.762987000578069e-08
1.8419795557903826e-08,1.0734150315407548e-08,5.432472876188771e-09,1.06089246816077e-08,5.977464753078136e-09,6.494621691600371e-08,-3.845260042395113e-07,-1.7187952296407175e-08
1.879523004520856e-08,1.0927186508671376e-08,5.387461637222938e-09,1.0920010357432908e-08,6.075981559545492e-09,5.330273759311472e-08,-1.1252841373741785e-06,-1.6773641796382888e-08
1.9187146162120907e-08,1.1130369736340264e-08,5.3439624244299855e-09,1.1254702824406996e-08,6.180331123395801e-09,4.51723950307005e-08,1.2033505351083578e-06,-1.638466311449058e-08
