D,D,D,D,D,D,D,D
7.65782479962048e-09,5.695461206919781e-09,5.2309185274990705e-09,6.036520722476024e-09,8.342118244093383e-09,3.8002315347550313e-08,-1.1457030687590037e-07,-3.919504685627247e-08
1.2896960102272242e-08,7.368446065721117e-09,8.028871769593624e-09,8.568361860581764e-09,1.0836330990709168e-08,-2.1513741083868322e-08,-1.4214918570393157e-08,-1.3238050279481466e-08
1.2590315461908345e-08,7.204856670117943e-09,7.786275458237846e-09,8.353542118984537e-09,1.0583447270861312e-08,-2.1994546498027712e-08,-1.4441540999885811e-08,-1.3365254321001197e-08
1.2289659694638626e-08,7.045033311964952e-09,7.550146153101592e-09,8.143445113900188e-09,1.0337205364746228e-08,-2.2542184278328386e-08,-1.4685849462486552e-08,-1.350320680811746e-08
1.1995040517987476e-08,6.889029890649118e-09,7.3205173101460814e-09,7.938114228265211e-09,1.0097634901546745e-08,-2.3167615212622388e-08,-1.4949861413091778e-08,-1.3652915348347328e-08
1.170650653139766e-08,6.736902864970438e-09,7.0974235797854785e-09,7.737593811705953e-09,9.864766096063624e-09,-2.388435154963521e-08,-1.523588756472778e-08,-1.3815506129037265e-08
1.1424107236947856e-08,6.5887114069524325e-09,6.880900860645379e-09,7.5419292077777e-09,9.638629763493182e-09,-2.4709245287896677e-08,-1.5546587183020263e-08,-1.3992241889967358e-08
1.1147893060098108e-08,6.444517566728339e-09,6.670986356213487e-09,7.3511667817505264e-09,9.419257334098374e-09,-2.5663587968242592e-08,-1.5885036382391778e-08,-1.4184543266841781e-08
1.0877915371565472e-08,6.304386449761835e-09,6.467718634776238e-09,7.1653539497169995e-09,9.20668086895098e-09,-2.677467570598532e-08,-1.6254813135192052e-08,-1.4394014267335722e-08
1.0614226509442764e-08,6.168386407177567e-09,6.271137692518503e-09,6.9845392084773015e-09,9.00093307561219e-09,-2.8078086489564916e-08,-1.6660103969386262e-08,-1.4622472844135e-08
1.0356879802148737e-08,6.036589240633831e-09,6.081285020228802e-09,6.808772166476546e-09,8.802047324601768e-09,-2.9621078975172683e-08,-1.7105839095983136e-08,-1.4871987795683613e-08
1.01059295918925e-08,5.9090704227835405e-09,5.8982036737728925e-09,6.638103575869112e-09,8.610057666262121e-09,-3.146781474180732e-08,-1.7597865215699418e-08,-1.5144923577640242e-08
9.86143125895778e-09,5.785909334958319e-09,5.721938348613127e-09,6.472585365684113e-09,8.424998848206312e-09,-3.370765742484706e-08,-1.814316885886424e-08,-1.5443995075944085e-08
9.623441246543532e-09,5.6671895235213534e-09,5.552535458576506e-09,6.3122706760962074e-09,8.246906333133978e-09,-3.64688940267545e-08,-1.8750168383040385e-08,-1.5772335025566735e-08
9.39201708646835e-09,5.552998976639809e-09,5.3900432192593375e-09,6.157213893983732e-09,8.075816317499926e-09,-3.9942516392878194e-08,-1.9429100580861632e-08,-1.6133577616460247e-08
9.16721742537452e-09,5.443430423468293e-09,5.234511736275934e-09,6.0074706896654155e-09,7.911765750376235e-09,-4.442586598370434e-08,-2.0192539705636552e-08,-1.6531963010554312e-08
8.94910205214314e-09,5.338581657851176e-09,5.085993098855728e-09,5.863098055023652e-09,7.754792353373247e-09,-5.04086278963968e-08,-2.1056105028141373e-08,-1.6972469136932672e-08
