D,D,D,D,D,D,D,D
6.2580532164300835e-09,4.483361184829657e-09,5.135977279641749e-09,3.6104872571811606e-09,3.692909855679386e-09,8.535227267406908e-09,4.61643158851497e-09,5.787667239748879e-09
6.208267452605318e-09,4.4021721674256694e-09,5.057750016850132e-09,3.604219378853794e-09,3.6732790350328886e-09,8.45400450284325e-09,4.640935369002595e-09,5.796725587832579e-09
6.162819242020016e-09,4.326478376084245e-09,4.9864224610957674e-09,3.6048940240256044e-09,3.6595594321215486e-09,8.381781770792263e-09,4.673266176406342e-09,5.813280165894772e-09
6.1218477555972835e-09,4.256317000563749e-09,4.922081592252878e-09,3.612929224598535e-09,3.6520289105073435e-09,8.3187844106996e-09,4.713941225894538e-09,5.837679600058328e-09
6.085499186164865e-09,4.191726278085244e-09,4.8648181567546965e-09,3.6287903550276045e-09,3.650991834414027e-09,8.265250555027517e-09,4.763536253237156e-09,5.870302622348453e-09
6.053927196937401e-09,4.132745530488714e-09,4.8147268737470396e-09,3.6529970295808844e-09,3.656782305215271e-09,8.221432050246272e-09,4.8226940324343115e-09,5.911561392100917e-09
6.0272934049274e-09,4.079415202963515e-09,4.7719066548860215e-09,3.686131241650381e-09,3.6697678841076556e-09,8.187595458369985e-09,4.892134425604974e-09,5.961905267123681e-09
6.005767902225597e-09,4.031776904426904e-09,4.736460838855976e-09,3.7288470140088065e-09,3.6903538883699603e-09,8.164023147769371e-09,4.972666296701039e-09,6.021825097124851e-09
5.989529818996744e-09,3.98987344971486e-09,4.7084974419431025e-09,3.781881897903238e-09,3.7189883670378317e-09,8.151014482425179e-09,5.065201705156732e-09,6.091858125894691e-09
5.978767931811317e-09,3.953748903558524e-09,4.688129425598992e-09,3.846070747587155e-09,3.756167884771211e-09,8.148887120028097e-09,5.170772905300433e-09,6.172593605273291e-09
5.973681321896117e-09,3.923448626569175e-09,4.675474982825541e-09,3.9223623137883795e-09,3.802444271238624e-09,8.157978431106735e-09,5.2905528205838285e-09,6.2646792445642245e-09
5.9744800879038156e-09,3.899019323153913e-09,4.6706578445300674e-09,4.0118393526572555e-09,3.858432529572152e-09,8.178647052367617e-09,5.425879850636251e-09,6.368828644075412e-09
5.981386118903723e-09,3.8805090917758204e-09,4.6738076077189766e-09,4.11574315120731e-09,3.924820142822549e-09,8.211274589021073e-09,5.578288119854459e-09,6.4858298926138476e-09
5.994633933033541e-09,3.867967477197118e-09,4.685060087331767e-09,4.235503643547324e-09,4.002378075551818e-09,8.256267483426851e-09,5.749544613037002e-09,6.616555547097923e-09
7.031163406033613e-09,5.166723974851981e-09,4.938340563330765e-09,4.0663075390527165e-09,4.1446869104099865e-09,6.154213984011896e-09,4.898905107060589e-09,5.730221651180071e-09
1.154904928272651e-08,8.740916007552874e-09,8.155585487448956e-09,6.190261617996505e-09,6.487872721534381e-09,9.853738241106351e-09,6.805074550559201e-09,7.988254575807434e-09
1.1358192862801078e-08,8.545500568188351e-09,7.969574999688709e-09,6.0532790738407185e-09,6.344026899223114e-09,9.656127776468882e-09,6.682569246967211e-09,7.851651323502646e-09
1.1169893507506164e-08,8.353390761854924e-09,7.786836720599267e-09,5.918780424435699e-09,6.202699881941239e-09,9.461873215684084e-09,6.562458600329539e-09,7.717690085007557e-09
1.0984184125393729e-08,8.164611303191173e-09,7.60739749657691e-09,5.7867915702142904e-09,6.063916284281482e-09,9.271006342445667e-09,6.444774532755247e-09,7.586404026137472e-09
1.0801098318355656e-08,7.979187622155727e-09,7.431285189826715e-09,5.657339740222192e-09,5.927701907540631e-09,9.083560081005125e-09,6.3295505368400115e-09,7.457827760122375e-09
1.0620670400121718e-08,7.797145890204385e-09,7.258528726809283e-09,5.530453578418323e-09,5.794083812182604e-09,8.899568547883191e-09,6.216821773521224e-09,7.331997427473532e-09
1.0442935414968992e-08,7.618513047348535e-09,7.0891581495409724e-09,5.406163236805473e-09,5.663090395533303e-09,8.719067106247057e-09,6.106625177191355e-09,7.208950781104343e-09
1.0267929157550431e-08,7.443316830742543e-09,6.9232046699257164e-09,5.284500475962249e-09,5.5347514754138205e-09,8.542092423422078e-09,5.998999568995228e-09,7.0887272772939325e-09
1.0095688192850426e-08,7.271585804311417e-09,6.760700727233334e-09,5.165498773808046e-09,5.4090983800650165e-09,8.368682531597897e-09,5.893985778848739e-09,6.971368172871844e-09
9.92624987717667e-09,7.103349389757806e-09,6.601680049058666e-09,5.049193443228486e-09,5.286164045026555e-09,8.198876891849788e-09,5.791626777059904e-09,6.856916629054127e-09
9.759652379593751e-09,6.9386378990706515e-09,6.446177715881889e-09,4.935621759563745e-09,5.165983117527253e-09,8.032716461970522e-09,5.691967816444343e-09,6.745417822681312e-09
9.595934704180428e-09,6.777482568422089e-09,6.294230229634609e-09,4.824823098852023e-09,5.048592069183836e-09,7.870243768036294e-09,5.595056585959129e-09,6.636919065191736e-09
9.435136712981765e-09,6.619915593643983e-09,6.145875586386052e-09,4.716839087927378e-09,4.934029317652792e-09,7.711502980246821e-09,5.500943376797713e-09,6.531469930269452e-09
9.277299149800889e-09,6.465970167418534e-09,6.001153353624314e-09,4.6117137675732965e-09,4.822335358202033e-09,7.556539993139041e-09,5.409681262441761e-09,6.429122390670558e-09
9.122463664509168e-09,6.31568051808859e-09,5.8601047523022524e-09,4.5094937700664325e-09,4.713552906054071e-09,7.405402510510276e-09,5.321326293642732e-09,6.329930965091141e-09
8.970672838686873e-09,6.169081950453962e-09,5.722772744175604e-09,4.410228512678817e-09,4.607727050668135e-09,7.258140135599681e-09,5.235937710292169e-09,6.233952876060883e-09
8.821970211525978e-09,6.0262108883279694e-09,5.589202124609831e-09,4.313970408678632e-09,4.504905422962514e-09,7.114804466393633e-09,5.153578171396223e-09,6.1412482196259485e-09
8.676400307034117e-09,5.887104919309461e-09,5.459439621495401e-09,4.220775097911674e-09,4.405138376994156e-09,6.975449197056995e-09,5.0743140054509735e-09,6.0518801479883654e-09
8.53400866212643e-09,5.7518028416033045e-09,5.333534000626129e-09,4.130701698968723e-09,4.308479187346685e-09,6.840130225428027e-09,4.9982154829928295e-09,5.965915066378408e-09
8.394841855390387e-09,5.620344713129199e-09,5.21153617795159e-09,4.043813085344763e-09,4.214984264009943e-09,6.7089057672099886e-09,4.925357113902668e-09,5.883422845114721e-09
8.258947537198775e-09,5.492771903129524e-09,5.0934993394596395e-09,3.960176188402213e-09,4.124713386465636e-09,6.58183647742237e-09,4.855817971981121e-09,5.80447704872413e-09
8.126374460668541e-09,5.369127146194508e-09,4.979479069093493e-09,3.8798623300850814e-09,4.0377299590982814e-09,6.458985579479284e-09,4.789682049826883e-09,5.7291551832802945e-09
7.997172513727497e-09,5.2494545991301655e-09,4.869533485419979e-09,3.802947588946594e-09,3.954101290183167e-09,6.340419002606214e-09,4.727038647341888e-09,5.657538964029037e-09
7.87139275236544e-09,5.133799900565474e-09,4.763723387802746e-09,3.729513203407961e-09,3.8738988970413425e-09,6.226205528162661e-09,4.667982797668814e-09,5.589714605007296e-09
7.7490874349745e-09,5.022210233667538e-09,4.6621124127358e-09,3.6596460167580078e-09,3.797198840265368e-09,6.116416945547224e-09,4.6126157347898075e-09,5.5257731330083675e-09
7.630310058000726e-09,4.914734392025559e-09,4.564767201322688e-09,3.593438968985183e-09,3.7240820903286395e-09,6.0111282184566125e-09,4.561045407661705e-09,5.465810728137973e-09
7.515115392796124e-09,4.8114228489550384e-09,4.4717575786934205e-09,3.530991641372669e-09,3.6546349302610397e-09,5.9104176623047314e-09,4.513387046387844e-09,5.4099290937322795e-09
7.403559523834851e-09,4.712327830398461e-09,4.383156746486248e-09,3.472410860485222e-09,3.5889493986125686e-09,5.814367133647911e-09,4.469763786621124e-09,5.358235858617647e-09
7.295699888310833e-09,4.617503391685689e-09,4.299041489424738e-09,3.4178113693222156e-09,3.527123777500246e-09,5.723062232646468e-09,4.430307359364004e-09,5.310845015019503e-09
7.191595317141642e-09,4.527005498299074e-09,4.21949239727758e-09,3.367316574468972e-09,3.469263131162768e-09,5.636592519501728e-09,4.395158854284405e-09,5.267877395899163e-09
7.091306077538896e-09,4.440892111055001e-09,4.144594103508689e-09,3.3210593795074957e-09,3.415479901256763e-09,5.555051746217852e-09,4.3644695658344705e-09,5.229461195934328e-09
6.994893917072931e-09,4.359223275774017e-09,4.07443554211348e-09,3.279183116498716e-09,3.3658945659430812e-09,5.4785381046269164e-09,4.338401932841969e-09,5.1957325408042685e-09
6.902422109445346e-09,4.282061217934918e-09,4.009110224306634e-09,3.241842589326559e-09,3.320636370960917e-09,5.407154492512597e-09,4.31713058391164e-09,5.166836110169754e-09
6.813955501859942e-09,4.20947044242961e-09,3.948716536809035e-09,3.2092052448152473e-09,3.2798441419385916e-09,5.341008798789361e-09,4.300843502693291e-09,5.142925820293158e-09
6.729560564374214e-09,4.141517838964013e-09,3.893358063834588e-09,3.181452490363421e-09,3.24366718877298e-09,5.280214209999189e-09,4.2897433294908615e-09,5.124165573129989e-09
6.64930544079374e-09,4.078272793223709e-09,3.8431439348408735e-09,3.158781179790415e-09,3.212266314371566e-09,5.224889539355571e-09,4.284048818042969e-09,5.110730079403582e-09
6.573260001897898e-09,4.019807304466515e-09,3.798189200679449e-09,3.141405293173245e-09,3.185814942220904e-09,5.175159580918325e-09,4.283996469675718e-09,5.102805764654463e-09
6.501495900319252e-09,3.966196109688014e-09,3.758615240724384e-09,3.129557840703554e-09,3.1645003792832397e-09,5.131155490638245e-09,4.289842370389561e-09,5.100591767766889e-09
6.4340866278479165e-09,3.9175168150382574e-09,3.724550204060976e-09,3.1234930263422144e-09,3.148525233708304e-09,5.093015197007994e-09,4.3018642609502335e-09,5.104301043566702e-09
6.371107574686901e-09,3.8738500348154495e-09,3.696129488146151e-09,3.123488713505734e-09,3.138109009836263e-09,5.060883843961205e-09,4.320363875274076e-09,5.114161582109171e-09
6.312636091299305e-09,3.83527953866208e-09,3.673496258614681e-09,3.1298492432215366e-09,3.1334899070050833e-09,5.034914268899421e-09,4.3456695884754255e-09,5.130417759422747e-09
6.258751552385869e-09,3.801892407448571e-09,3.656802014503024e-09,3.1429086648953133e-09,3.134926853134856e-09,5.01526751932205e-09,4.378139423531888e-09,5.153331836561922e-09
6.209535423685026e-09,3.773779198538834e-09,3.646207203546091e-09,3.1630344519826462e-09,3.142701809684249e-09,5.002113411614691e-09,4.418164474586365e-09,5.183185626301144e-09
6.165071331139839e-09,3.75103412100212e-09,3.6418818927915917e-09,3.1906317896481183e-09,3.1571223911583147e-09,4.995631136075405e-09,4.466172815722653e-09,5.2202823496672215e-09
6.125445133113239e-09,3.7337552215768725e-09,3.6440065004618292e-09,3.2261485398123634e-09,3.178524850417644e-09,4.996009912804224e-09,4.522633977623198e-09,5.264948708237223e-09
6.090744995265776e-09,3.7220445820707423e-09,3.6527725956493244e-09,3.270081011839309e-09,3.207277490826736e-09,5.0034497033998e-09,4.588064090617928e-09,5.317537201802853e-09
6.061061468701009e-09,3.7160085291340227e-09,3.668383773331886e-09,3.3229806956609404e-09,3.24378457815499e-09,5.018161984124635e-09,4.663031812902401e-09,5.378428726140963e-09
6.0364875710732e-09,3.715757857157397e-09,3.6910566130740342e-09,3.385462149823482e-09,3.2884908397650903e-09,5.040370586857521e-09,4.7481651873442875e-09,5.448035491089701e-09
6.1668659923439845e-09,4.110915003608634e-09,3.6922918119941524e-09,3.244835083326014e-09,3.2895960601036756e-09,4.495054193814037e-09,4.08763197165393e-09,4.7521211943227856e-09
1.0783267941561297e-08,6.936327418797345e-09,6.074535532067516e-09,5.0774806690385155e-09,5.296212106043823e-09,7.271660340680849e-09,5.843454931689973e-09,6.770759892528798e-09
1.0602100048850425e-08,6.788429726807412e-09,5.938074192118989e-09,4.9661978387704175e-09,5.180063245845176e-09,7.1266307923077485e-09,5.7416303584167644e-09,6.663096913441714e-09
1.0423230455662457e-08,6.6428366499110305e-09,5.80390383306834e-09,4.856793182513049e-09,5.065771855352385e-09,6.983930270652993e-09,5.6416217070893245e-09,6.557302148307831e-09
1.0246687979124706e-08,6.4995705995423564e-09,5.672046057850613e-09,4.749286572769532e-09,4.953357432339618e-09,6.843583429224596e-09,5.543453765106065e-09,6.453401189175236e-09
1.0072501664267454e-08,6.358654598115769e-09,5.542523272800388e-09,4.6436988156345185e-09,4.842840333085809e-09,6.705615716832408e-09,5.44715237937601e-09,6.351420587646899e-09
9.900700786428785e-09,6.220112300034409e-09,5.4153587253562475e-09,4.5400517063179695e-09,4.734241820169377e-09,6.570053409902391e-09,5.352744513612408e-09,6.251387900341039e-09
9.731314853333056e-09,6.083968013444442e-09,5.290576543871726e-09,4.438368088593986e-09,4.627584113434109e-09,6.436923646424867e-09,5.260258309212924e-09,6.153331736799816e-09
9.56437360759993e-09,5.950246723053126e-09,5.1682017797639695e-09,4.338671918639092e-09,4.522890444516577e-09,6.306254461499495e-09,5.169723150369774e-09,6.057281810341482e-09
9.399907028942841e-09,5.8189741137964824e-09,5.048260452080377e-09,4.240988333589204e-09,4.420185115073494e-09,6.178074824831247e-09,5.081169733370921e-09,5.963268991807067e-09
9.237945336605386e-09,5.690176595541808e-09,4.9307795946593105e-09,4.14534372519503e-09,4.319493559124379e-09,6.052414679849369e-09,4.994630140679831e-09,5.8713253663946705e-09
9.078518991750048e-09,5.563881328859304e-09,4.815787306105439e-09,4.051765819111281e-09,4.220842409749371e-09,5.929304985094961e-09,4.9101379200958376e-09,5.781484294099457e-09
8.921658699870774e-09,5.4401162518790765e-09,4.7033128027274705e-09,3.96028376022705e-09,4.124259570637995e-09,5.808777757533181e-09,4.827728169358473e-09,5.693780473536745e-09
8.767395413244082e-09,5.318910108303739e-09,4.593386474663976e-09,3.870928204667742e-09,4.029774292736485e-09,5.6908661182126715e-09,4.747437626700393e-09,5.608250009839857e-09
8.615760333482543e-09,5.20029247669603e-09,4.486039945452429e-09,3.783731419032539e-09,3.937417256586288e-09,5.575604340242458e-09,4.6693047678628916e-09,5.524930486637141e-09
8.466784913860965e-09,5.0842938009485326e-09,4.381306135208687e-09,3.698727387534298e-09,3.847220660698878e-09,5.463027899325892e-09,4.5933699099836405e-09,5.443861042486469e-09
8.320500862165551e-09,4.970945422222936e-09,4.2792193278165564e-09,3.615951927875652e-09,3.759218316664844e-09,5.353173527026701e-09,4.5196753231616254e-09,5.365082452191589e-09
8.176940142947524e-09,4.860279612213111e-09,4.179815242232063e-09,3.5354428165368807e-09,3.673445751399866e-09,5.246079266737492e-09,4.44826535008296e-09,5.2886372131400084e-09
8.036134980331271e-09,4.752329607934021e-09,4.083131108400719e-09,3.457239924569622e-09,3.589940317348422e-09,5.141784532868457e-09,4.379186534688095e-09,5.214569637293487e-09
7.898117860640957e-09,4.647129648143371e-09,3.9892057480064364e-09,3.381385364797145e-09,3.508741311260653e-09,5.040330173116355e-09,4.3124877604518505e-09,5.1429259490691824e-09
7.762921534967116e-09,4.544715011281417e-09,3.8980796604369424e-09,3.3079236516084463e-09,3.429890102360237e-09,4.941758534223066e-09,4.248220399247955e-09,5.0737543896196525e-09
7.630579021966041e-09,4.445122055315052e-09,3.809795114427319e-09,3.2369018746388803e-09,3.3534302708004902e-09,4.846113531391867e-09,4.18643847174324e-09,5.007105328057866e-09
7.501123610572746e-09,4.348388259295213e-09,3.724396245733155e-09,3.1683698877230435e-09,3.279407757365119e-09,4.753440721556527e-09,4.1271988203325015e-09,4.9430313800810624e-09
7.374588862740377e-09,4.2545522669365895e-09,3.6419291613725044e-09,3.1023805147456714e-09,3.207871025497583e-09,4.663787380858092e-09,4.0705612958235035e-09,4.8815875346449854e-09
7.251008616304831e-09,4.1636539321881245e-09,3.562442050929395e-09,3.038989774164064e-09,3.1388712368706877e-09,4.5772025864824935e-09,4.016588959132137e-09,4.822831289298191e-09
7.130416987752076e-09,4.075734367003506e-09,3.485985305464066e-09,2.97825712420491e-09,3.072462441805769e-09,4.493737303271228e-09,3.9653482994216804e-09,4.766822794876642e-09
7.012848375160633e-09,3.990835991352146e-09,3.4126116446912524e-09,2.9202457309982353e-09,3.0087017860736347e-09,4.413444475361706e-09,3.916909470275639e-09,4.713625010356844e-09
6.898337461076216e-09,3.909002585676958e-09,3.342376253060834e-09,2.865022762203088e-09,2.9476497357060317e-09,4.336379123186728e-09,3.871346545689588e-09,4.663303868636044e-09
6.786919215453555e-09,3.830279345862317e-09,3.275336925507684e-09,2.8126597089628324e-09,2.8893703216831956e-09,4.262598446305357e-09,3.8287377977827604e-09,4.615928454258131e-09
6.678628898673813e-09,3.754712940905323e-09,3.2115542236429182e-09,2.7632327394722923e-09,2.833931406605259e-09,4.192161932336947e-09,3.789165998506995e-09,4.571571193975778e-09
6.573502064513628e-09,3.682351573427627e-09,3.1510916433250237e-09,2.716823087808129e-09,2.7814049756303276e-09,4.1251314725193654e-09,3.7527187477001156e-09,4.530308061349223e-09
6.471574563263306e-09,3.6132450431992942e-09,3.09401579455215e-09,2.673517482213776e-09,2.73186745437887e-09,4.061571484384214e-09,3.7194888303369205e-09,4.492218796569544e-09
6.372882544781162e-09,3.5474448138272804e-09,3.04039659472188e-09,2.633408617565665e-09,2.6854000566569443e-09,4.001549041916083e-09,3.6895746058735907e-09,4.457387142775537e-09
6.277462461640416e-09,3.4850040828514142e-09,2.9903074765234092e-09,2.596595677480137e-09,2.6420891654379642e-09,3.945134014004512e-09,3.663080433338858e-09,4.425901100480735e-09
6.185351072295156e-09,3.425977855356297e-09,2.9438256116462663e-09,2.563184912174807e-09,2.6020267507499515e-09,3.892399211453809e-09,3.640117135795052e-09,4.397853201543023e-09
6.0965854443517925e-09,3.3704230214444003e-09,2.9010321518489113e-09,2.533290279258837e-09,2.5653108288236957e-09,3.84342054356733e-09,3.6208025087514573e-09,4.373340804712662e-09
6.011202957712556e-09,3.318398437631021e-09,2.8620124888718603e-09,2.507034155476923e-09,2.532045967219469e-09,3.798277184645412e-09,3.6052618772083053e-09,4.352466414432062e-09
5.9292413080029655e-09,3.269965012595941e-09,2.826856535036605e-09,2.484548128870648e-09,2.5023438415163284e-09,3.757051751528633e-09,3.593628707076193e-09,4.335338025437665e-09
5.850738509804823e-09,3.225185797375344e-09,2.79565902638802e-09,2.4659738820517332e-09,2.4763238496912387e-09,3.7198304926905152e-09,3.5860452770986443e-09,4.322069495269685e-09
5.775732900110975e-09,3.1841260804136174e-09,2.768519850583139e-09,2.451464179120293e-09,2.454113791385241e-09,3.6867034900311563e-09,3.5826634184526963e-09,4.312780947627339e-09
5.7042631416973165e-09,3.146853487674765e-09,2.7455444018899912e-09,2.441183970672582e-09,2.435850620128141e-09,3.657764874246592e-09,3.583645330114125e-09,4.307599209444423e-09
5.6363682266359055e-09,3.113438088224696e-09,2.726843965949483e-09,2.435311633724681e-09,2.421681277861816e-09,3.6331130548752915e-09,3.589164479182577e-09,4.3066582850823034e-09
5.5720874797526055e-09,3.083952505536029e-09,2.7125361372586076e-09,2.4340403661755662e-09,2.411763622460262e-09,3.612850966223101e-09,3.599406596688252e-09,4.310099871342141e-09
5.51146056227234e-09,3.0584720349905252e-09,2.7027452726642733e-09,2.4375797587350423e-09,2.406267460554035e-09,3.597086330446475e-09,3.6145707809012067e-09,4.318073917494603e-09
5.454527475311288e-09,3.037074767869269e-09,2.697602984544674e-09,2.446157571273412e-09,2.4053756998856296e-09,3.585931939197101e-09,3.634870721924971e-09,4.33073923492089e-09
5.401328563626124e-09,3.0198417223654772e-09,2.6972486777902253e-09,2.4600217452568307e-09,2.4092856376452357e-09,3.579505955388602e-09,3.6605360634395205e-09,4.348264161633531e-09
5.3519045192382944e-09,3.0068569819952104e-09,2.7018301351931875e-09,2.4794426897268166e-09,2.418210403896049e-09,3.577932236790557e-09,3.691813919831001e-09,4.3708272874983325e-09
5.3062963852426874e-09,2.998207841963733e-09,2.711504156422425e-09,2.5047158852171413e-09,2.4323805823036053e-09,3.5813406832819918e-09,3.728970569827818e-09,4.398618246734629e-09
5.264545559544643e-09,2.993984963970566e-09,2.726437256355495e-09,2.5361648583729703e-09,2.452046034102652e-09,3.589867609845652e-09,3.772293351010141e-09,4.431838585053454e-09
6.057486270331933e-09,3.713316106451657e-09,3.1820946401214133e-09,2.8775745614600483e-09,2.9198566929266893e-09,3.889498329180213e-09,3.805416907934818e-09,4.485381039956695e-09
1.1318578703539122e-08,6.152654292592481e-09,5.036234040294864e-09,4.3993024456708236e-09,4.605975587657365e-09,6.125859203247814e-09,5.320234132304994e-09,6.29868471244637e-09
1.1124526672124973e-08,6.034101478227072e-09,4.933140999866805e-09,4.312213686005282e-09,4.515287871868528e-09,6.015020498236597e-09,5.240374325511177e-09,6.215904761598662e-09
1.0933062453711325e-08,5.9172194196867064e-09,4.831736214872104e-09,4.226529281265831e-09,4.425928740060247e-09,5.905876100222424e-09,5.16187974066604e-09,6.134405794971839e-09
1.0744205021633406e-08,5.8020297818011505e-09,4.732038583492421e-09,4.142266709961936e-09,4.337915924465385e-09,5.798447642018561e-09,5.084772042403047e-09,6.054210081110539e-09
1.0557973140657764e-08,5.688554696868411e-09,4.634067654482831e-09,4.0594441929926274e-09,4.2512678432137256e-09,5.69275733991063e-09,5.009073681405899e-09,5.975340557514028e-09
1.0374385369902072e-08,5.576816777367305e-09,4.537843655444303e-09,3.9780807335592164e-09,4.166003633810098e-09,5.588828013514545e-09,4.934807930390012e-09,5.897820855961016e-09
