0.0,6.387878787878789e-05,0.00012775757575757577,0.00019163636363636366,0.00025551515151515155,0.00031939393939393944,0.0003832727272727273,0.0004471515151515152,0.0005110303030303031,0.000574909090909091,0.0006387878787878789,0.0007026666666666668,0.0007665454545454546,0.0008304242424242425,0.0008943030303030304,0.0009581818181818183,0.0010220606060606062,0.001085939393939394,0.001149818181818182,0.0012136969696969699,0.0012775757575757577,0.0013414545454545456,0.0014053333333333335,0.0014692121212121214,0.0015330909090909093,0.0015969696969696972,0.001660848484848485,0.001724727272727273,0.0017886060606060608,0.0018524848484848487,0.0019163636363636366,0.0019802424242424243,0.0020441212121212124,0.0021080000000000005,0.002171878787878788,0.002235757575757576,0.002299636363636364,0.002363515151515152,0.0024273939393939397,0.0024912727272727274,0.0025551515151515155,0.0026190303030303036,0.0026829090909090913,0.002746787878787879,0.002810666666666667,0.002874545454545455,0.002938424242424243,0.0030023030303030305,0.0030661818181818186,0.0031300606060606067
2.0104181479219775e-09,1.906937834802084e-09,1.9131641551314965e-09,1.948601853824827e-09,1.9680451768398178e-09,1.992877009507595e-09,1.858710825970265e-09,1.6911633065551303e-09,1.5757855383559601e-09,1.5476743653473515e-09,1.6068618031223588e-09,1.5561636389292858e-09,1.5156470250818515e-09,1.487828222614782e-09,1.4096638326964603e-09,1.3219354536686412e-09,1.3255732120301432e-09,1.280451675474164e-09,1.2192702309856629e-09,1.1484384767128004e-09,1.1355230362259915e-09,1.1769801013797036e-09,1.1801108575682165e-09,1.209357381035401e-09,1.305979967981231e-09,1.392470932647387e-09,1.419296245928703e-09,1.2758840738816655e-09,1.1594750289575585e-09,1.0225732285029034e-09,9.533527829541552e-10,8.388568140540391e-10,8.359980145603733e-10,9.605209852922548e-10,1.0611623726586872e-09,1.0799920411790799e-09,1.0942624048731196e-09,1.1373612018087825e-09,1.104334791776964e-09,1.0299423603470406e-09,1.062457935610558e-09,1.0779778668497755e-09,1.0642115652670338e-09,1.024515957556997e-09,1.0400012332704155e-09,1.0024443977105203e-09,1.0132733982212e-09,9.714703910470126e-10,8.52117612889012e-10,8.208785471776324e-10
2.3975698268080224e-09,2.393527740293287e-09,2.2759973222360856e-09,2.364412519750024e-09,2.403741439249669e-09,2.4183524931622583e-09,2.4149316618931033e-09,2.298315066295611e-09,2.043604577367512e-09,1.865024755590072e-09,1.9014141517607214e-09,1.909733206189638e-09,1.8487550137472924e-09,1.8590214445856104e-09,1.7757253764043554e-09,1.5721702687560404e-09,1.6473273216379797e-09,1.5272849335977428e-09,1.412837038786572e-09,1.3612067083041186e-09,1.3514995401613142e-09,1.4554521486937766e-09,1.483217473276651e-09,1.4524502239735e-09,1.552880841564447e-09,1.6546530448110177e-09,1.6962390586128883e-09,1.631181332601652e-09,1.467556353765402e-09,1.372793184893303e-09,1.125979596021864e-09,1.0443610618713262e-09,1.0681502173140761e-09,1.179461211877284e-09,1.2710572127270765e-09,1.3084646524687661e-09,1.3740142479303286e-09,1.4270331959229814e-09,1.3854127001865494e-09,1.2917331087864765e-09,1.2607873022610166e-09,1.3010733274658146e-09,1.2625795946658994e-09,1.2375876754484313e-09,1.2349417283887623e-09,1.2856373538686258e-09,1.2408502112780638e-09,1.1408619013300898e-09,1.1026458544407777e-09,1.0658490668692938e-09
4.299647594161978e-09,4.147441342535224e-09,4.2266889717209395e-09,4.1527806139081375e-09,4.149521035909935e-09,4.1390648609872315e-09,4.177366091882121e-09,4.141880246479957e-09,3.823136210057489e-09,3.4530152571878276e-09,3.3344125639874904e-09,3.2981132528999506e-09,3.1866175287452153e-09,3.1854020829970908e-09,2.9142095713971973e-09,2.846510519540496e-09,2.6993392587488032e-09,2.5813394829618706e-09,2.3852523869887204e-09,2.335150955638545e-09,2.3269194821259545e-09,2.3188063983641063e-09,2.336982827198084e-09,2.3529982299516697e-09,2.447401206802158e-09,2.601106436231419e-09,2.7342990551777264e-09,2.718302534910998e-09,2.4408070651688057e-09,2.1680398694406844e-09,1.8654130323778896e-09,1.7270939081881921e-09,1.7931530057627128e-09,1.8864032555537273e-09,1.98438118766062e-09,2.300644681334977e-09,2.3588132963873377e-09,2.2193615023425583e-09,2.2188028288853413e-09,2.056067979224653e-09,2.010162249284457e-09,2.0631293205755315e-09,2.2128322630033603e-09,2.091630095279861e-09,2.065151272971163e-09,2.059862669101339e-09,2.0166439365728037e-09,1.8209481693271067e-09,1.6679022830208775e-09,1.710161568533978e-09
8.8426465733632e-09,8.552436138219132e-09,8.276227097084736e-09,8.21837647570346e-09,7.977969438699257e-09,7.751109345930682e-09,7.692202273498743e-09,7.527844756933649e-09,7.079789050431602e-09,6.673463943079714e-09,6.488818783869974e-09,6.3548624018249925e-09,6.2810717729676704e-09,5.894282063764355e-09,5.386672742335783e-09,5.248053213512437e-09,5.137468113994629e-09,4.874833122790308e-09,4.573869421986174e-09,4.409826355369321e-09,4.3580087504696975e-09,4.375213717693623e-09,4.337403402076785e-09,4.387686505658956e-09,4.5696157869253124e-09,4.704542031637104e-09,4.9059740135404505e-09,4.7475792110798705e-09,4.387969763207051e-09,4.184088201026292e-09,3.737413026321288e-09,3.5410181810906294e-09,3.5414287818273977e-09,3.6241418325109075e-09,3.859147138181918e-09,4.100763732004495e-09,4.168378152812341e-09,4.149127764895706e-09,4.0823030634401865e-09,3.9306056061606664e-09,3.799486912104022e-09,3.7022496154350674e-09,3.76891394206585e-09,3.788627069384791e-09,3.7763000741057684e-09,3.7771224983623584e-09,3.6422925973921124e-09,3.3858766480008327e-09,3.173919082837565e-09,3.1807408016733894e-09
1.6503128498277782e-08,1.6516614675324447e-08,1.604485975686744e-08,1.513355518600961e-08,1.4475256345010174e-08,1.4225881105627154e-08,1.4248163028607289e-08,1.3895198314266224e-08,1.2933807521994408e-08,1.214914452006492e-08,1.1854346660402673e-08,1.1576382974732145e-08,1.1266144974548357e-08,1.1063179060835286e-08,1.0764665505433518e-08,9.826350333246016e-09,9.360881097071442e-09,9.133956701620786e-09,8.388100902420163e-09,8.051881054481242e-09,7.945425190230232e-09,8.038595448500405e-09,8.240499728932057e-09,8.181635579487582e-09,8.241621345855219e-09,8.479216672692729e-09,8.52751357714276e-09,8.499275424583787e-09,8.25982056735872e-09,7.540698054827315e-09,6.770004688852173e-09,6.389088758459372e-09,6.247883579167627e-09,6.67630222596554e-09,7.023785508777824e-09,7.16963154732901e-09,7.262447961320861e-09,7.121184316866766e-09,7.18148925305479e-09,7.320965108062263e-09,6.8421621174253054e-09,6.608449985561787e-09,6.697320586627344e-09,6.608295323024761e-09,6.578467553947988e-09,6.819608844407302e-09,6.582957053755633e-09,6.141391713519986e-09,5.908227853324892e-09,5.918561128234309e-09
2.802252322967502e-08,2.6988368803681918e-08,2.6271067942688658e-08,2.4898765438145995e-08,2.381911276112549e-08,2.3264715802711507e-08,2.262099225293111e-08,2.2342163283980096e-08,2.2012620557924136e-08,2.080983219752959e-08,1.9790091513945033e-08,1.967275338377751e-08,1.9692705316061952e-08,1.943454553652037e-08,1.831019326453943e-08,1.739698391475676e-08,1.6251364215768737e-08,1.551532425442647e-08,1.4655428090238366e-08,1.4103791233113864e-08,1.4221808621296385e-08,1.4484419494637337e-08,1.4122286123501186e-08,1.3811215198838861e-08,1.406384602841529e-08,1.4084475191249288e-08,1.4153458393520335e-08,1.4145713936081095e-08,1.3709281554716615e-08,1.2701250789378335e-08,1.1895063320785155e-08,1.1237658570996793e-08,1.1006757765885139e-08,1.1500261266762446e-08,1.17865861936403e-08,1.2067277898005177e-08,1.253324656317855e-08,1.2753187464023308e-08,1.24842049824176e-08,1.1828767169285386e-08,1.141118243383474e-08,1.1274851274720845e-08,1.1539258565895631e-08,1.1022473049906431e-08,1.0902202589699863e-08,1.1250767226996741e-08,1.1073274670877263e-08,1.0667152049355747e-08,1.0156496292670537e-08,1.031490174305531e-08
3.9408086541441796e-08,3.7793997600349176e-08,3.671116040720399e-08,3.551587817356932e-08,3.435119745009315e-08,3.316469110812296e-08,3.3132900620720233e-08,3.278134695385804e-08,3.1749434913997607e-08,3.0897468619147295e-08,2.9798730776025203e-08,2.9549675995649165e-08,2.9650836000968892e-08,2.8172696633010654e-08,2.7158447636624108e-08,2.614928025639735e-08,2.496597865734486e-08,2.4025011135160847e-08,2.300580797642066e-08,2.2357498562762238e-08,2.1725316539032014e-08,2.1740464073601678e-08,2.1475757335843007e-08,2.0850649672909168e-08,2.1099309029695336e-08,2.1460335231670525e-08,2.1835260029064037e-08,2.1330921314209068e-08,2.0153709870609282e-08,1.9313327339684733e-08,1.8874144914161384e-08,1.7587441586905247e-08,1.7400479010762296e-08,1.80711351212024e-08,1.8241839932711677e-08,1.8797140403721216e-08,1.8787765976718215e-08,1.8680691894395034e-08,1.910683642497029e-08,1.827344910371921e-08,1.786986885366096e-08,1.8107991022322742e-08,1.7937022550726887e-08,1.737867587367599e-08,1.7214026200211275e-08,1.7160976387138112e-08,1.6971516972008687e-08,1.6741436387820908e-08,1.6089431077486006e-08,1.566298599465864e-08
5.0964062179948476e-08,4.866822459899172e-08,4.792044088213123e-08,4.6596378309490987e-08,4.4593812866456136e-08,4.3722093897983e-08,4.3455567629865664e-08,4.213185498444304e-08,4.0789934665549444e-08,4.000478080506141e-08,3.936271792344446e-08,3.8968606501461084e-08,3.782386794501253e-08,3.7005186487866254e-08,3.591200070412911e-08,3.4783845615598316e-08,3.330017045495157e-08,3.182614982030551e-08,3.145687566552134e-08,3.0706846778828725e-08,2.978617134645223e-08,2.9290231950248994e-08,2.907511474526669e-08,2.9097490415101542e-08,2.910402445071082e-08,2.9107359345555937e-08,2.936754747264034e-08,2.8972525400535935e-08,2.708237577453657e-08,2.6585722073794236e-08,2.5897481663305517e-08,2.5068765118124848e-08,2.4120273751303912e-08,2.373196899227774e-08,2.4180396386132766e-08,2.5130227904848386e-08,2.56530407369516e-08,2.5750003442212456e-08,2.5880739989948652e-08,2.561119729832386e-08,2.508461327909334e-08,2.4625683552051324e-08,2.4355659668958855e-08,2.430641769773142e-08,2.4389003266366966e-08,2.412715457102269e-08,2.4045876722428782e-08,2.3250347386282693e-08,2.217066144516889e-08,2.1895307515361332e-08
5.83715488108658e-08,5.7159862258416986e-08,5.602478027546739e-08,5.489216589664243e-08,5.388006275307141e-08,5.283866227120907e-08,5.207930730948059e-08,5.127422335611906e-08,5.07945433198443e-08,5.026595247566136e-08,4.893912526914486e-08,4.789545425530347e-08,4.6950868439808946e-08,4.575985384651097e-08,4.47938851702325e-08,4.359869429179857e-08,4.1574725130641156e-08,4.004697776761015e-08,3.91158703343444e-08,3.759730110434381e-08,3.733408361926547e-08,3.739338655973525e-08,3.7016557386141e-08,3.6418424905438905e-08,3.576457774509713e-08,3.615107309934478e-08,3.631493501765113e-08,3.607471677154444e-08,3.50712642102949e-08,3.350677685913187e-08,3.236670464667975e-08,3.1498852954140405e-08,3.095821083660358e-08,3.0540709743055535e-08,3.0503185228842204e-08,3.1686078454665324e-08,3.2746879194564943e-08,3.25234773633586e-08,3.2453740668876286e-08,3.223895434162413e-08,3.0996516760548906e-08,3.104930577263489e-08,3.1034250932311826e-08,3.075403086189996e-08,3.113101125617887e-08,3.117515056375614e-08,3.074811002550676e-08,2.9094157204593307e-08,2.8042968364286548e-08,2.8256384057763096e-08
