dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
-1.929044544913836e-08,7.697284953082401e-16,-3.9902059148282724e-08,0.0005397911656494945,7.0,99.0,0.20400000000000001,2.0
-1.833091528223792e-08,7.510452917252192e-16,-1.947119978871851e-08,0.0005396790093418627,7.0,98.0,0.40800000000000003,2.0
-1.7396960802870844e-08,7.325324670310313e-16,-1.9821977519432952e-08,0.0005395600634714471,7.0,97.0,0.6120000000000001,2.0
-1.648858201104474e-08,7.141862733113713e-16,-2.0196633700329836e-08,0.000539434772905347,7.0,96.0,0.8160000000000001,2.0
-1.5605778906769737e-08,6.96002961119483e-16,-2.0597245415013882e-08,0.0005393035825106615,7.0,95.0,1.02,2.0
-1.474855149004584e-08,6.779787794761601e-16,-2.1026137628923108e-08,0.0005391669371544903,7.0,94.0,1.2240000000000002,2.0
-1.3916899760857842e-08,6.601099758697459e-16,-2.1485921304896298e-08,0.0005390252817039325,7.0,93.0,1.428,2.0
-1.3110823719213347e-08,6.42392796256135e-16,-2.1979538775852435e-08,0.0005388790610260869,7.0,92.0,1.6320000000000001,2.0
-1.2330323365122488e-08,6.248234850587719e-16,-2.251031803544554e-08,0.0005387287199880534,7.0,91.0,1.836,2.0
-1.1575398698575131e-08,6.073982851686524e-16,-2.3082038065882193e-08,0.0005385747034569309,7.0,90.0,2.04,2.0
-1.0846049719563676e-08,5.901134379443196e-16,-2.3699007912179934e-08,0.0005384174562998188,7.0,89.0,2.244,2.0
-1.014227642810332e-08,5.729651832118686e-16,-2.4366162996705605e-08,0.0005382574233838163,7.0,88.0,2.4480000000000004,2.0
-9.4640788241814e-09,5.559497592649451e-16,-2.508918322407174e-08,0.0005380950495760224,7.0,87.0,2.652,2.0
-8.811456907820722e-09,5.390634028647441e-16,-2.5874638863443442e-08,0.000537930779743537,7.0,86.0,2.856,2.0
-8.184410678985803e-09,5.223023492400118e-16,-2.6730172121240852e-08,0.0005377650587534587,7.0,85.0,3.06,2.0
-7.582940137704525e-09,5.056628320870438e-16,-2.766472505456667e-08,0.0005375983314728872,7.0,84.0,3.2640000000000002,2.0
-7.0070452839743516e-09,4.891410835696859e-16,-2.868882819553537e-08,0.0005374310427689218,7.0,83.0,3.4680000000000004,2.0
-6.456726117780075e-09,4.727333343193342e-16,-2.981496967263423e-08,0.0005372636375086614,7.0,82.0,3.672,2.0
-5.931982639129301e-09,4.564358134349358e-16,-3.10580722723849e-08,0.0005370965605592053,7.0,81.0,3.8760000000000003,2.0
-5.432814848027097e-09,4.4024474848298716e-16,-3.243611715450915e-08,0.0005369302567876529,7.0,80.0,4.08,2.0
-4.9592227444759975e-09,4.241563654975349e-16,-3.3970969669506674e-08,0.0005367651710611038,7.0,79.0,4.284,2.0
-4.511206328460797e-09,4.0816688898017635e-16,-3.568948803165296e-08,0.0005366017482466567,7.0,78.0,4.488,2.0
-4.0887655999967e-09,3.9227254190005846e-16,-3.762503473068591e-08,0.0005364404332114112,7.0,77.0,4.692,2.0
-3.6919005590710378e-09,3.764695456938793e-16,-3.981957233955318e-08,0.0005362816708224663,7.0,76.0,4.896000000000001,2.0
-3.320611205693944e-09,3.607541202658863e-16,-4.232662554164835e-08,0.0005361259059469215,7.0,75.0,5.1000000000000005,2.0
-2.9748975398628873e-09,3.451224839878777e-16,-4.521555791100098e-08,0.000535973583451876,7.0,74.0,5.304,2.0
-2.654759561562659e-09,3.2957085369920016e-16,-4.8577898727445256e-08,0.0005358251482044287,7.0,73.0,5.508000000000001,2.0
-2.3601972708312766e-09,3.1409544470675313e-16,-5.253696579430592e-08,0.0005356810450716794,7.0,72.0,5.712,2.0
-2.0912106676332577e-09,2.9869247078498486e-16,-5.726297792767441e-08,0.0005355417189207273,7.0,71.0,5.916,2.0
-1.8477997519736729e-09,2.8335814417589434e-16,-6.299769493713213e-08,0.0005354076146186713,7.0,70.0,6.12,2.0
-1.6299645238753282e-09,2.680886755890301e-16,-7.00964151673881e-08,0.0005352791770326112,7.0,69.0,6.324000000000001,2.0
-1.4377049833002116e-09,2.5288027420149175e-16,-7.910349386066668e-08,0.0005351568510296455,7.0,68.0,6.5280000000000005,2.0
-1.2710211302939393e-09,2.377291476579287e-16,-9.089738610129756e-08,0.0005350410814768742,7.0,67.0,6.732000000000001,2.0
