dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
-2.1280319506249012e-07,1.7503610868939185e-15,-8.225257550197595e-09,0.0008480236460430375,17.0,99.0,0.6188000000000001,3.0
-1.9844795983031033e-07,1.6838768020747951e-15,-8.485231108017695e-09,0.0008562853736072587,17.0,98.0,1.2376000000000003,3.0
-1.8443002633704892e-07,1.6199294632054939e-15,-8.783436707019963e-09,0.0008638932121868608,17.0,97.0,1.8564000000000005,3.0
-1.7074939458271255e-07,1.5584228356235153e-15,-9.12695965588681e-09,0.0008708637796274589,17.0,96.0,2.4752000000000005,3.0
-1.5740606456729364e-07,1.4992619370267035e-15,-9.524804150006208e-09,0.0008772136937746682,17.0,95.0,3.0940000000000003,3.0
-1.444000362908023e-07,1.442353037473245e-15,-9.988591931989129e-09,0.0008829595724741046,17.0,94.0,3.712800000000001,3.0
-1.3173130975322845e-07,1.3876036593816711e-15,-1.0533590396854487e-08,0.0008881180335713831,17.0,93.0,4.331600000000001,3.0
-1.1939988495457294e-07,1.3349225775308582e-15,-1.1180266865740656e-08,0.0008927056949121191,17.0,92.0,4.950400000000001,3.0
-1.0740576189484748e-07,1.28421981906002e-15,-1.1956712530164802e-08,0.0008967391743419285,17.0,91.0,5.5692,3.0
-9.574894057404202e-08,1.2354066634687097e-15,-1.290256222222509e-08,0.0009002350897064262,17.0,90.0,6.188000000000001,3.0
-8.442942099214992e-08,1.1883956426168543e-15,-1.4075610476202945e-08,0.0009032100588512274,17.0,89.0,6.8068,3.0
-7.344720314918115e-08,1.143100540724687e-15,-1.556356800139681e-08,0.0009056806996219479,17.0,88.0,7.425600000000002,3.0
-6.280228704513909e-08,1.099436394372804e-15,-1.7506311411598513e-08,0.0009076636298642032,17.0,87.0,8.044400000000001,3.0
-5.249467268002206e-08,1.0573194925021387e-15,-2.0141462714644636e-08,0.0009091754674236083,17.0,86.0,8.663200000000002,3.0
-4.252436005381167e-08,1.016667376413967e-15,-2.3907881861771555e-08,0.0009102328301457785,17.0,85.0,9.282000000000002,3.0
-3.289134916654303e-08,9.77398839769912e-16,-2.971598503974166e-08,0.0009108523358763302,17.0,84.0,9.900800000000002,3.0
-2.3595640018171e-08,9.394339285919364e-16,-3.98138778125314e-08,0.0009110506024608774,17.0,83.0,10.519600000000002,3.0
-1.4637232608747397e-08,9.026939412623494e-16,-6.16710798681226e-08,0.0009108442477450366,17.0,82.0,11.1384,3.0
-6.016126938225424e-09,8.671014285238001e-16,-1.4412951013622876e-07,0.0009102498895744226,17.0,81.0,11.757200000000001,3.0
2.2676769933681775e-09,8.325801934792828e-16,3.671511400936571e-07,0.0009092841457946509,17.0,80.0,12.376000000000001,3.0
1.0214179186038423e-08,7.990552915921398e-16,7.823000527387987e-08,0.0009079636342513371,17.0,79.0,12.9948,3.0
1.7823379639788653e-08,7.6645303068605e-16,4.3002676606575296e-08,0.0009063049727900964,17.0,78.0,13.6136,3.0
2.509527835462054e-08,7.347009709450371e-16,2.927646231147558e-08,0.000904324779256544,17.0,77.0,14.2324,3.0
3.2029875330524054e-08,7.037279249134681e-16,2.1970985451911034e-08,0.0009020396714962961,17.0,76.0,14.851200000000004,3.0
3.8627170567514245e-08,6.734639574960569e-16,1.7434980289818206e-08,0.0008994662673549672,17.0,75.0,15.470000000000004,3.0
4.488716406557773e-08,6.438403859578566e-16,1.4343530034939174e-08,0.0008966211846781727,17.0,74.0,16.088800000000003,3.0
5.080985582471953e-08,6.147897799242674e-16,1.209981350951139e-08,0.0008935210413115288,17.0,73.0,16.707600000000003,3.0
5.6395245844942985e-08,5.862459613810278e-16,1.0395308196596806e-08,0.0008901824551006503,17.0,72.0,17.326400000000003,3.0
6.16433341262481e-08,5.581440046742223e-16,9.054409736032776e-09,0.0008866220438911523,17.0,71.0,17.945200000000003,3.0
6.655412066862151e-08,5.30420236510281e-16,7.969758013200827e-09,0.0008828564255286511,17.0,70.0,18.564000000000004,3.0
7.11276054720799e-08,5.030122359559717e-16,7.071969211074057e-09,0.0008789022178587613,17.0,69.0,19.182800000000004,3.0
7.536378853661829e-08,4.75858834438414e-16,6.31415755070753e-09,0.0008747760387270985,17.0,68.0,19.801600000000004,3.0
7.926266986222496e-08,4.489001157450606e-16,5.663449345389735e-09,0.0008704945059792787,17.0,67.0,20.4204,3.0
8.282424944892667e-08,4.2207741602371857e-16,5.09606086178893e-09,0.0008660742374609164,17.0,66.0,21.039200000000005,3.0
8.604852729669331e-08,3.9533332378252616e-16,4.594306680222732e-09,0.0008615318510176274,17.0,65.0,21.658,3.0
8.893550340554661e-08,3.6861167988997597e-16,4.144707858785076e-09,0.000856883964495027,17.0,64.0,22.2768,3.0
9.148517777547491e-08,3.41857577574897e-16,3.736753711228413e-09,0.0008521471957387307,17.0,63.0,22.895600000000005,3.0
9.369755040648318e-08,3.1501736242646403e-16,3.3620661485795594e-09,0.0008473381625943537,17.0,62.0,23.514400000000002,3.0
9.557262129856141e-08,2.8803863239419595e-16,3.0138195278162953e-09,0.0008424734829075119,17.0,61.0,24.133200000000002,3.0
9.711039045172964e-08,2.60870237787954e-16,2.686326731613997e-09,0.0008375697745238204,17.0,60.0,24.752000000000002,3.0
9.831085786596952e-08,2.3346228127794183e-16,2.374735470177961e-09,0.0008326436552888944,17.0,59.0,25.370800000000006,3.0
9.917402354129941e-08,2.0576611789470926e-16,2.074798526340129e-09,0.000827711743048349,17.0,58.0,25.9896,3.0
9.969988747768504e-08,1.7773435502914556e-16,1.7826936371309977e-09,0.0008227906556478008,17.0,57.0,26.608400000000003,3.0
9.988844967517072e-08,1.493208524324862e-16,1.4948760634294128e-09,0.000817897010932864,17.0,56.0,27.2272,3.0
-1.3310817679512558e-07,1.3906155899283685e-14,-1.0447258939386905e-07,0.0014259942665833618,137.0,99.0,0.6188000000000001,3.0
-1.1911969517097421e-07,1.3554830781193298e-14,-1.1379168458866399e-07,0.0014301949203895496,137.0,98.0,1.2376000000000003,3.0
