dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
7.400929504449041e-07,7.282297819066145e-15,9.839707045835821e-09,0.001964997451672362,7.0,99.0,0.272,1.0
7.223977479826432e-07,7.006398121141703e-15,1.5591779665299686e-08,0.0019333951093305581,7.0,98.0,0.544,1.0
7.048656996199421e-07,6.738440927043528e-15,1.5283849813479128e-08,0.0019025581026689223,7.0,97.0,0.8160000000000001,1.0
6.874968053567593e-07,6.478232883925289e-15,1.4981267038386374e-08,0.0018724793645731222,7.0,96.0,1.088,1.0
6.702910651931402e-07,6.2255824169969604e-15,1.4684080110807919e-08,0.0018431518279288254,7.0,95.0,1.36,1.0
6.532484791290278e-07,5.980299729524813e-15,1.4392339668957558e-08,0.0018145684256217,7.0,94.0,1.6320000000000001,1.0
6.363690471644715e-07,5.74219680283143e-15,1.4106098309075469e-08,0.0017867220905374132,7.0,93.0,1.9040000000000001,1.0
6.196527692994562e-07,5.51108739629569e-15,1.3825410680652666e-08,0.0017596057555616324,7.0,92.0,2.176,1.0
6.030996455339591e-07,5.286787047352776e-15,1.3550333587817397e-08,0.0017332123535800262,7.0,91.0,2.4480000000000004,1.0
5.867096758680182e-07,5.069113071494176e-15,1.3280926096583087e-08,0.0017075348174782617,7.0,90.0,2.72,1.0
5.704828603015914e-07,4.857884562267685e-15,1.3017249648385917e-08,0.0016825660801420069,7.0,89.0,2.992,1.0
5.5441919883474e-07,4.652922391277391e-15,1.2759368180987145e-08,0.0016582990744569285,7.0,88.0,3.2640000000000002,1.0
5.385186914673915e-07,4.454049208183688e-15,1.2507348256200071e-08,0.0016347267333086956,7.0,87.0,3.5360000000000005,1.0
5.227813381995763e-07,4.261089440703277e-15,1.22612591962994e-08,0.0016118419895829758,7.0,86.0,3.8080000000000003,1.0
5.072071390313324e-07,4.0738692946091575e-15,1.202117322833944e-08,0.0015896377761654354,7.0,85.0,4.08,1.0
4.917960939625838e-07,3.892216753730633e-15,1.1787165637902784e-08,0.0015681070259417438,7.0,84.0,4.352,1.0
4.7654820299341433e-07,3.71596157995331e-15,1.1559314933042365e-08,0.0015472426717975671,7.0,83.0,4.6240000000000006,1.0
4.614634661237743e-07,3.5449353132190992e-15,1.1337703018103231e-08,0.0015270376466185733,7.0,82.0,4.896000000000001,1.0
4.465418833536525e-07,3.378971271526214e-15,1.1122415379768077e-08,0.0015074848832904312,7.0,81.0,5.168,1.0
4.3178345468306775e-07,3.2179045509291666e-15,1.0913541284925003e-08,0.0014885773146988076,7.0,80.0,5.44,1.0
4.1718818011203917e-07,3.061572025538776e-15,1.071117399193767e-08,0.0014703078737293702,7.0,79.0,5.712,1.0
4.027560596405288e-07,2.9098123475221644e-15,1.0515410976245077e-08,0.0014526694932677873,7.0,78.0,5.984,1.0
3.8848709326856693e-07,2.7624659471027537e-15,1.0326354171591749e-08,0.0014356551061997258,7.0,77.0,6.256,1.0
3.743812809961422e-07,2.6193750325602702e-15,1.0144110227683259e-08,0.0014192576454108538,7.0,76.0,6.5280000000000005,1.0
3.604386228232509e-07,2.4803835902307446e-15,9.968790786233745e-09,0.001403470043786839,7.0,75.0,6.800000000000001,1.0
3.4665911874990044e-07,2.345337384506508e-15,9.800512776466005e-09,0.0013882852342133488,7.0,74.0,7.072000000000001,1.0
3.330427687760948e-07,2.214083957836195e-15,9.639398731878271e-09,0.001373696149576051,7.0,73.0,7.344,1.0
3.1958957290180723e-07,2.0864726307247447e-15,9.485577130066749e-09,0.0013596957227606135,7.0,72.0,7.6160000000000005,1.0
3.062995311270645e-07,1.9623545017333972e-15,9.339182757666703e-09,0.0013462768866527037,7.0,71.0,7.888000000000001,1.0
2.9317264345187024e-07,1.8415824474796957e-15,9.200357102310184e-09,0.0013334325741379896,7.0,70.0,8.16,1.0
2.8020890987619037e-07,1.7240111226374862e-15,9.069248774348059e-09,0.001321155718102139,7.0,69.0,8.432,1.0
2.6740833040008184e-07,1.6094969599369187e-15,8.946013960875828e-09,0.0013094392514308188,7.0,68.0,8.704,1.0
2.5477090502347245e-07,1.4978981701644439e-15,8.830816914577635e-09,0.0012982761070096974,7.0,67.0,8.976,1.0
2.4229663374644583e-07,1.389074742162817e-15,8.72383048154827e-09,0.0012876592177244418,7.0,66.0,9.248000000000001,1.0
2.2998551656890316e-07,1.2828884428310953e-15,8.625236670269172e-09,0.0012775815164607208,7.0,65.0,9.520000000000001,1.0
2.1783755349094325e-07,1.1792028171246395e-15,8.535227267406908e-09,0.001268035936104201,7.0,64.0,9.792000000000002,1.0
2.0585274451249385e-07,1.077883188055112e-15,8.45400450284325e-09,0.0012590154095405506,7.0,63.0,10.064000000000002,1.0
1.940310896335854e-07,9.787966566904799e-16,8.381781770792263e-09,0.0012505128696554376,7.0,62.0,10.336,1.0
