dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
3.769317405515988e-07,4.9449239958146456e-15,1.3118884571987184e-08,0.0013883049474209804,7.0,1.0,0.272,1.0
3.724821340172821e-07,4.7991033613743326e-15,3.2771579535336475e-08,0.0013740004568781167,7.0,2.0,0.544,1.0
3.67813100739154e-07,4.6563234011256604e-15,3.058019760054399e-08,0.0013599427648628636,7.0,3.0,0.8160000000000001,1.0
3.629246407171956e-07,4.516509135733019e-15,2.860088141554002e-08,0.0013461376697599837,7.0,4.0,1.088,1.0
3.578167539514334e-07,4.379585182060585e-15,2.6806380006351325e-08,0.0013325909699542374,7.0,5.0,1.36,1.0
3.524894404418294e-07,4.245475753172358e-15,2.517393216045142e-08,0.0013193084638303877,7.0,6.0,1.6320000000000001,1.0
3.4694270018842164e-07,4.114104658332129e-15,2.3684378362501842e-08,0.0013062959497731948,7.0,7.0,1.9040000000000001,1.0
3.411765331911797e-07,3.985395303003503e-15,2.2321475494932688e-08,0.0012935592261674208,7.0,8.0,2.176,1.0
3.3519093945011875e-07,3.859270688849886e-15,2.1071362275793554e-08,0.0012811040913978276,7.0,9.0,2.4480000000000004,1.0
3.2898591896524645e-07,3.735653413734482e-15,1.992213811651067e-08,0.0012689363438491766,7.0,10.0,2.72,1.0
3.22561471736559e-07,3.6144656717203145e-15,1.886352828505157e-08,0.0012570617819062286,7.0,11.0,2.992,1.0
3.159175977640449e-07,3.495629253070199e-15,1.788661542072374e-08,0.001245486203953746,7.0,12.0,3.2640000000000002,1.0
3.0905429704769664e-07,3.379065544246762e-15,1.6983622551432772e-08,0.00123421540837649,7.0,13.0,3.5360000000000005,1.0
3.0197156958754464e-07,3.264695527912429e-15,1.6147736444440072e-08,0.0012232551935592222,7.0,14.0,3.8080000000000003,1.0
2.9466941538358504e-07,3.1524397829294374e-15,1.537296280625256e-08,0.0012126113578867035,7.0,15.0,4.08,1.0
2.8714783443574943e-07,3.0422184843598254e-15,1.4654006828355555e-08,0.0012022896997436973,7.0,16.0,4.352,1.0
2.7940682674415186e-07,2.9339514034654332e-15,1.3986174049653766e-08,0.0011922960175149635,7.0,17.0,4.6240000000000006,1.0
2.714463923087239e-07,2.8275579077079068e-15,1.3365287613452585e-08,0.0011826361095852635,7.0,18.0,4.896000000000001,1.0
2.6326653112945804e-07,2.7229569607487037e-15,1.2787618844234565e-08,0.0011733157743393596,7.0,19.0,5.168,1.0
2.5486724320637503e-07,2.6200671224490764e-15,1.2249828704748217e-08,0.0011643408101620137,7.0,20.0,5.44,1.0
2.4624852853948066e-07,2.518806548870091e-15,1.174891819634552e-08,0.0011557170154379865,7.0,21.0,5.712,1.0
2.3741038712876919e-07,2.419092992272608e-15,1.1282186147942172e-08,0.0011474501885520394,7.0,22.0,5.984,1.0
2.2835281897420834e-07,2.3208438011173005e-15,1.0847193140449625e-08,0.0011395461278889353,7.0,23.0,6.256,1.0
2.1907582407586654e-07,2.2239759200646442e-15,1.0441730551126077e-08,0.0011320106318334342,7.0,24.0,6.5280000000000005,1.0
2.0957940243367727e-07,2.1284058899749195e-15,1.006379388896768e-08,0.0011248494987702987,7.0,25.0,6.800000000000001,1.0
1.9986355404767657e-07,2.034049847908211e-15,9.711559744248726e-09,0.00111806852708429,7.0,26.0,7.072000000000001,1.0
1.8992827891786452e-07,1.9408235271244056e-15,9.38336579165968e-09,0.0011116735151601692,7.0,27.0,7.344,1.0
