dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
2.185654557544469e-07,4.764929864022191e-15,2.1800928456761605e-08,0.0014209978342232083,7.0,1.0,0.272,1.0
2.1669620094731213e-07,4.623870238701924e-15,7.546302664669107e-08,0.0014113539926242378,7.0,2.0,0.544,1.0
2.146637920406516e-07,4.485297608564629e-15,6.818147159421053e-08,0.0014018041108438653,7.0,3.0,0.8160000000000001,1.0
2.1246822903445013e-07,4.3491857580564455e-15,6.199405351781247e-08,0.0013923552559964231,7.0,4.0,1.088,1.0
2.1010951192873049e-07,4.215506693567205e-15,5.667447959955972e-08,0.0013830144951962433,7.0,5.0,1.36,1.0
2.075876407234319e-07,4.084230643430434e-15,5.205501766345284e-08,0.0013737888955576592,7.0,6.0,1.6320000000000001,1.0
2.049026154186304e-07,3.955326057923361e-15,4.800870415506275e-08,0.0013646855241950019,7.0,7.0,1.9040000000000001,1.0
2.020544360142765e-07,3.8287596092669135e-15,4.4437667256132586e-08,0.0013557114482226048,7.0,8.0,2.176,1.0
1.9904310251038927e-07,3.704496191625707e-15,4.12652459386511e-08,0.0013468737347547995,7.0,9.0,2.4480000000000004,1.0
1.9586861490695732e-07,3.582498921108063e-15,3.8430539273724696e-08,0.0013381794509059184,7.0,10.0,2.72,1.0
1.92530973204011e-07,3.462729135765999e-15,3.5884554425460596e-08,0.0013296356637902938,7.0,11.0,2.992,1.0
1.8903017740148951e-07,3.3451463955952277e-15,3.358743177367861e-08,0.0013212494405222587,7.0,12.0,3.2640000000000002,1.0
1.8536622749948032e-07,3.229708482535157e-15,3.150641142685065e-08,0.001313027848216144,7.0,13.0,3.5360000000000005,1.0
1.8153912349788077e-07,3.116371400468892e-15,2.9614319866639413e-08,0.0013049779539862835,7.0,14.0,3.8080000000000003,1.0
1.7754886539678206e-07,3.0050893752232443e-15,2.7888427872624723e-08,0.0012971068249470086,7.0,15.0,4.08,1.0
1.733954531961272e-07,2.8958148545687103e-15,2.63095776136317e-08,0.0012894215282126525,7.0,16.0,4.352,1.0
1.6907888689593897e-07,2.7884985082194906e-15,2.486150770915768e-08,0.0012819291308975465,7.0,17.0,4.6240000000000006,1.0
1.64599166496225e-07,2.683089227833479e-15,2.3530325774961823e-08,0.001274636700116023,7.0,18.0,4.896000000000001,1.0
