dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
4.0918530740263107e-07,2.704601870990533e-15,6.6097238147635954e-09,0.0010550392649185695,17.0,1.0,0.6188000000000001,3.0
3.9082227395941817e-07,2.6217715822154363e-15,6.708347391908562e-09,0.001033773503871607,17.0,2.0,1.2376000000000003,3.0
3.7279654225514867e-07,2.5399548514949093e-15,6.813246807843294e-09,0.0010134325491734876,17.0,3.0,1.8564000000000005,3.0
3.5510811228978087e-07,2.4591731660387293e-15,6.9251393615923835e-09,0.000993999782978596,17.0,4.0,2.4752000000000005,3.0
3.37756984063343e-07,2.379446760696325e-15,7.04484843531787e-09,0.0009754585874413165,17.0,5.0,3.0940000000000003,3.0
3.207431575758236e-07,2.300794617956787e-15,7.173324086930459e-09,0.0009577923447160343,17.0,6.0,3.712800000000001,3.0
3.0406663282722244e-07,2.223234467948858e-15,7.3116686539300424e-09,0.000940984436957134,17.0,7.0,4.331600000000001,3.0
2.87727409817558e-07,2.146782788440939e-15,7.461168853541516e-09,0.000925018246318999,17.0,8.0,4.950400000000001,3.0
2.7172548854679863e-07,2.0714548048410884e-15,7.623336389675224e-09,0.0009098771549560153,17.0,9.0,5.5692,3.0
2.5606086901496925e-07,1.9972644901970216e-15,7.799959821585476e-09,0.0008955445450225666,17.0,10.0,6.188000000000001,3.0
2.407335512220498e-07,1.924224565196114e-15,7.99317151858584e-09,0.0008820037986730386,17.0,11.0,6.8068,3.0
2.2574353516807222e-07,1.852346498165387e-15,8.20553508558402e-09,0.0008692382980618145,17.0,12.0,7.425600000000002,3.0
2.1109082085299786e-07,1.78164050507153e-15,8.440160959496443e-09,0.0008572314253432799,17.0,13.0,8.044400000000001,3.0
1.967754082768527e-07,1.7121155495208825e-15,8.700861375482579e-09,0.000845966562671819,17.0,14.0,8.663200000000002,3.0
1.8279729743964013e-07,1.6437793427594408e-15,8.992361297366655e-09,0.0008354270922018159,17.0,15.0,9.282000000000002,3.0
1.6915648834132498e-07,1.576638343672863e-15,9.320590413839241e-09,0.0008255963960876564,17.0,16.0,9.900800000000002,3.0
