dI/dz, Integral_trapz, Conc.(mol/cm^3), D(cm^2/sec), Time(sec), Position(element), depth(μm), crystal
2.9315779451417314e-07,2.569057141339797e-15,8.763393603766494e-09,0.0013193879577341483,17.0,1.0,0.6188000000000001,3.0
2.8794734068494204e-07,2.477635714458638e-15,8.604475070216212e-09,0.001303058595680064,17.0,2.0,1.2376000000000003,3.0
2.826813963294449e-07,2.3877714971548105e-15,8.44686466162787e-09,0.0012869853891397012,17.0,3.0,1.8564000000000005,3.0
2.773599614476498e-07,2.299487196774036e-15,8.290624157762769e-09,0.00127117263141787,17.0,4.0,2.4752000000000005,3.0
2.7198303603958543e-07,2.2128038241500107e-15,8.135815587513153e-09,0.0012556246158193793,17.0,5.0,3.0940000000000003,3.0
2.665506201052332e-07,2.127740693604447e-15,7.982501382905892e-09,0.001240345635649039,17.0,6.0,3.712800000000001,3.0
2.6106271364460645e-07,2.044315422947043e-15,7.830744553318476e-09,0.0012253399842116577,17.0,7.0,4.331600000000001,3.0
2.5551931665772374e-07,1.962543933475487e-15,7.680608883689124e-09,0.0012106119548120442,17.0,8.0,4.950400000000001,3.0
2.4992042914453476e-07,1.8824404499754856e-15,7.5321591612938e-09,0.0011961658407550083,17.0,9.0,5.5692,3.0
2.442660511050747e-07,1.804017500720706e-15,7.385461436655724e-09,0.0011820059353453594,17.0,10.0,6.188000000000001,3.0
2.3855618253933357e-07,1.7272859174728542e-15,7.2405833254313425e-09,0.0011681365318879074,17.0,11.0,6.8068,3.0
2.3279082344732297e-07,1.6522548354815955e-15,7.0975943596654514e-09,0.0011545619236874598,17.0,12.0,7.425600000000002,3.0
2.2696997382902623e-07,1.5789316934846105e-15,6.956566398840055e-09,0.0011412864040488272,17.0,13.0,8.044400000000001,3.0
2.2109363368445506e-07,1.5073222337075757e-15,6.817574113684461e-09,0.0011283142662768184,17.0,14.0,8.663200000000002,3.0
2.1516180301361617e-07,1.4374305018641522e-15,6.68069555902163e-09,0.0011156498036762415,17.0,15.0,9.282000000000002,3.0
2.0917448181647437e-07,1.3692588471560143e-15,6.546012856182789e-09,0.001103297309551908,17.0,16.0,9.900800000000002,3.0
2.0313167009306818e-07,1.3028079222728177e-15,6.413613011087411e-09,0.001091261077208626,17.0,17.0,10.519600000000002,3.0
1.9703336784337585e-07,1.2380766833922242e-15,6.283588901431081e-09,0.001079545399951205,17.0,18.0,11.1384,3.0
1.9087957506742247e-07,1.1750623901798873e-15,6.156040476121303e-09,0.0010681545710844534,17.0,19.0,11.757200000000001,3.0
1.8467029176517793e-07,1.1137606057894562e-15,6.031076223162554e-09,0.0010570928839131813,17.0,20.0,12.376000000000001,3.0
1.7840551793664555e-07,1.054165196862574e-15,5.90881497979745e-09,0.0010463646317421982,17.0,21.0,12.9948,3.0
1.7208525358184378e-07,9.962683335288874e-16,5.789388182846603e-09,0.001035974107876313,17.0,22.0,13.6136,3.0
1.657094987007692e-07,9.40060489406039e-16,5.672942690530723e-09,0.0010259256056203347,17.0,23.0,14.2324,3.0
1.592782532934152e-07,8.855304415996584e-16,5.559644353761051e-09,0.001016223418279072,17.0,24.0,14.851200000000004,3.0
1.5279151735977505e-07,8.3266527070338215e-16,5.449682581152214e-09,0.0010068718391573357,17.0,25.0,15.470000000000004,3.0
1.4624929089987049e-07,7.814503607988324e-16,5.343276237379175e-09,0.0009978751615599335,17.0,26.0,16.088800000000003,3.0
1.3965157391366977e-07,7.318693994556405e-16,5.240681353924946e-09,0.0009892376787916752,17.0,27.0,16.707600000000003,3.0
1.3299836640119296e-07,6.839043777314229e-16,5.142201338536806e-09,0.000980963684157371,17.0,28.0,17.326400000000003,3.0
1.2628966836244835e-07,6.375355901717967e-16,5.048200683701889e-09,0.000973057470961829,17.0,29.0,17.945200000000003,3.0
1.1952547979742765e-07,5.927416348103727e-16,4.9591236597832864e-09,0.0009655233325098581,17.0,30.0,18.564000000000004,3.0
1.1270580070610912e-07,5.494994131687625e-16,4.8755202458623535e-09,0.0009583655621062688,17.0,31.0,19.182800000000004,3.0
1.058306310885245e-07,5.077841302565746e-16,4.798082795441584e-09,0.00095158845305587,17.0,32.0,19.801600000000004,3.0
9.889997094466377e-08,4.675692945714032e-16,4.7276990084558904e-09,0.0009451962986634704,17.0,33.0,20.4204,3.0
